Player,Year,Pos,Archetype,BPM,RAPM
LIZ CAMBAGE,2013,C,Interior Primary Option,0.7197790653475122,2.6527481581335026
JANEL MCCARVILLE,2013,PowerF,Secondary Creator/Distributor,0.7147027058951458,11.703173792313816
TERESA EDWARDS,2003,SG,Spot-up Shooter,0.7129149835858166,3.628965655563202
MEIGHAN SIMMONS,2017,G,Spot-up Shooter,0.7128384589201127,26.930782259572517
MICHELLE SNOW,2012,C,Roller/Cutter,0.7032111557686566,-0.3779372822661171
OLIVIA ÉPOUPA,2024,G,Roller/Cutter,0.7023251900660843,5.762533073982958
DEMYA WALKER,2006,F,Interior Primary Option,0.7012845904447034,9.24857740173859
MORIAH JEFFERSON,2020,G,Secondary Creator/Distributor,0.7003798453965973,1.5688005109105734
ANGIE POTTHOFF,1999,F,Roller/Cutter,0.6871315353559062,1.3671237832306682
TAMIKA RAYMOND,2002,F,Interior Primary Option,0.6698640990042377,0.89348102500344
TINA CHARLES,2022,C,Perimeter-Oriented Big/Wing,0.661357041762415,0.3694543055488051
MICHELE TIMMS,1997,G,Primary On-Ball Creator,0.6581793725553751,5.3031740057297245
TAMIKA RAYMOND,2006,F,Roller/Cutter,0.6575630168448099,1.944318320021602
ALIYAH BOSTON,2023,PowerF,Interior Primary Option,0.6561956865682038,0.2658373081122827
KEITHA DICKERSON,2000,F,Roller/Cutter,0.6525469134440763,2.659025553687608
LATOYA SANDERS,2015,PowerF,Roller/Cutter,0.6501456749851653,2.6796946945647573
RUSHIA BROWN,2003,F,Roller/Cutter,0.6483199952785381,-1.6571701070093243
JONQUEL JONES,2021,C,Perimeter-Oriented Big/Wing,0.6396433626249443,8.645246010522564
CORISSA YASEN,1997,G,Roller/Cutter,0.6378263009965512,-2.781100271960728
ABBY BISHOP,2010,F,Spot-up Shooter,0.6337574818216412,0.25227158789807724
YOLANDA GRIFFITH,2000,PowerF,Interior Primary Option,0.6162409467577286,5.846690596148456
CRYSTAL ROBINSON,2005,F,Spot-up Shooter,0.61072598107238,0.21893903457088437
BERNICE MOSBY,2008,F,Roller/Cutter,0.5905179175236626,7.057964667423233
KYLEE SHOOK,2021,C,Secondary Creator/Distributor,0.5792496944223238,8.783875074115802
SANCHO LYTTLE,2006,F,Roller/Cutter,0.573680321303951,19.63880240329609
MACTABENE AMACHREE,2003,F,Roller/Cutter,0.5704454078451491,13.778032976574114
TAN WHITE,2007,G,Primary On-Ball Creator,0.5662407396739815,7.585267528121014
SIMONE EDWARDS,2001,C,Roller/Cutter,0.5570436506064538,5.298238537224388
GABBY WILLIAMS,2018,F,Roller/Cutter,0.5564106153485051,-9.923221106619351
CAMILLE SMITH,2016,F,Secondary Creator/Distributor,0.5537958213820995,2.0301550154416272
NNEKA OGWUMIKE,2024,F,Perimeter-Oriented Big/Wing,0.5374284125476766,7.2954786897836446
DIANA TAURASI,2005,G,Primary On-Ball Creator,0.5331919279281829,9.063972203609861
TERESA WEATHERSPOON,1998,G,Secondary Creator/Distributor,0.5326682168519725,4.316732928903969
KORIE HLEDE,2000,G,Primary On-Ball Creator,0.5215090062798928,2.5365157544416803
SASHA GOODLETT,2014,C,Roller/Cutter,0.5180043358088116,3.6070854326128465
TARI PHILLIPS,2002,PowerF,Interior Primary Option,0.5159654922165191,0.1973897060836132
TICHA PENICHEIRO,2005,G,Secondary Creator/Distributor,0.513945732884924,2.2222477885398746
NAPHEESA COLLIER,2023,F,Perimeter-Oriented Big/Wing,0.512319877011297,-1.2655976218933487
MERCEDES RUSSELL,2018,C,Roller/Cutter,0.49281136743899445,-13.285311990754776
DEWANNA BONNER,2023,SG,Primary On-Ball Creator,0.485869684042479,6.95193332438703
AMBER JACOBS,2006,G,Spot-up Shooter,0.4781274950537977,-5.690424244038452
DEMYA WALKER,2002,F,Interior Primary Option,0.4718035642352828,2.9633484193233093
TULLY BEVILAQUA,2007,G,Spot-up Shooter,0.45729666797256374,6.541183832070319
SUE WICKS,1999,F,Roller/Cutter,0.45331614687296495,4.423032041890249
KIAH STOKES,2015,C,Roller/Cutter,0.44985947033270435,7.297159481877197
MERY ANDRADE,2001,F,Secondary Creator/Distributor,0.4348387367915829,10.211904646979683
SOPHIA YOUNG-MALCOLM,2009,F,Perimeter-Oriented Big/Wing,0.4342834922354326,2.445083129976859
NATALIE WILLIAMS,2001,C,Interior Primary Option,0.4241210116815741,8.273075368476903
KENNEDY BURKE,2021,SG,Secondary Creator/Distributor,0.41982483347154176,-15.422466523851435
NIKKI TEASLEY,2003,G,Primary On-Ball Creator,0.4193999016895804,4.652264398685348
KAYLA PEDERSEN,2014,F,Roller/Cutter,0.4124641967014402,7.151670724703041
KAMIAH SMALLS,2022,G,Secondary Creator/Distributor,0.4042393996288194,-15.446667296433194
RUTH RILEY,2003,C,Roller/Cutter,0.38966525428003274,2.3572948451026168
CANDICE WIGGINS,2009,G,Primary On-Ball Creator,0.38450011336299794,3.0533072129666907
JESSICA DAVENPORT,2009,C,Roller/Cutter,0.3813707830150974,3.102550509397999
NATASHA HOWARD,2022,F,Perimeter-Oriented Big/Wing,0.3779620034556652,0.3026889478526542
SYLVIA FOWLES,2013,C,Interior Primary Option,0.3748875749660333,6.079982559738031
BEATRICE MOMPREMIER,2020,F,Roller/Cutter,0.37324334084179944,-1.9114122207949336
SHAMEKA CHRISTON,2012,G,Spot-up Shooter,0.353266239146379,2.897586574158664
NAKIA SANFORD,2008,PowerF,Interior Primary Option,0.3472960261792664,1.5391244036067007
ASHLEY ROBINSON,2010,C,Roller/Cutter,0.345872395423229,-9.965775824538998
KIARA LESLIE,2020,G,Secondary Creator/Distributor,0.3448418762584411,5.448213796624978
ADRIAN WILLIAMS-STRONG,2003,PowerF,Interior Primary Option,0.34484100777528803,10.815699639278735
DEANNA JACKSON,2003,F,Spot-up Shooter,0.34375393962995937,-3.3032465945548544
STEFANIE DOLSON,2018,C,Secondary Creator/Distributor,0.33973506715946056,2.9680060403182935
MONIQUE CURRIE,2009,F,Secondary Creator/Distributor,0.3360287298461039,9.341760403812064
TAMMY SUTTON-BROWN,2003,C,Interior Primary Option,0.33573024954272607,2.7381458288804263
LATOYA SANDERS,2009,PowerF,Roller/Cutter,0.3302511524391918,-1.0462042758087413
AWAK KUIER,2021,F,Secondary Creator/Distributor,0.33005009107899363,6.888366272789867
ZANE TAMANE,2012,C,Roller/Cutter,0.3298829170010631,-20.194039456799235
MARLIES ASKAMP,1997,C,Interior Primary Option,0.32709907627709667,2.701004822890493
TAYLOR SOULE,2023,F,Roller/Cutter,0.3261061633268332,24.54575109584128
MARGO DYDEK,2006,C,Interior Primary Option,0.3134944022550088,0.9013603573210308
NOELLE QUINN,2009,G,Secondary Creator/Distributor,0.31265409202500805,13.842680320292704
SHERI SAM,2005,SG,Perimeter-Oriented Big/Wing,0.30760694747915585,2.830322189990669
KELSEY PLUM,2023,G,Primary On-Ball Creator,0.3033891526988848,15.679030836366374
LINDSAY ALLEN,2022,G,Secondary Creator/Distributor,0.28649795488662777,-6.924116027776714
MIRANDA AYIM,2011,F,Roller/Cutter,0.2854376998175867,4.1354382006617465
TINA CHARLES,2018,C,Perimeter-Oriented Big/Wing,0.27326407472963643,4.730338712262133
TRISHA FALLON,2001,SG,Secondary Creator/Distributor,0.2718754981259268,1.763169788477542
RUTH RILEY,2012,C,Roller/Cutter,0.26219513947068096,-11.90774142778078
TAMMY JACKSON,1999,PowerF,Roller/Cutter,0.24195203548550825,-0.3156786102783333
SUGAR RODGERS,2014,G,Spot-up Shooter,0.2270946349860794,7.285832437460121
EBONY HOFFMAN,2008,F,Secondary Creator/Distributor,0.22251085653119584,1.0363573681116813
ALANNA SMITH,2020,F,Secondary Creator/Distributor,0.21613756346551283,5.724547541640809
SHANNON JOHNSON,1999,G,Primary On-Ball Creator,0.20248112023809983,5.431962490792809
BRIONNA JONES,2024,F,Interior Primary Option,0.19580512434043396,8.322946247836327
SEIMONE AUGUSTUS,2008,SG,Perimeter-Oriented Big/Wing,0.1926676070351585,2.8899975547862757
JAYNETTA SAUNDERS,2002,F,Secondary Creator/Distributor,0.1882414933291527,0.21313732655563644
KATY STEDING,2001,F,Spot-up Shooter,0.18800619350070236,-7.494293582733656
KRYSTAL THOMAS,2013,C,Roller/Cutter,0.18463252418122555,6.703210808182197
LISA LESLIE,1999,C,Perimeter-Oriented Big/Wing,0.18327081825024696,5.237755552329344
DIAMOND DESHIELDS,2021,G,Secondary Creator/Distributor,0.17302752965022183,1.626064874737537
HALEY JONES,2023,SG,Secondary Creator/Distributor,0.16179252759066687,-4.415542829460112
KELSEY GRIFFIN,2011,F,Roller/Cutter,0.1577063701068928,6.745014081298865
TERESA WEATHERSPOON,2001,G,Secondary Creator/Distributor,0.14863719683191834,3.6126998951039067
AMBER HOLT,2010,F,Secondary Creator/Distributor,0.144707833080001,8.604528685923992
SHERYL SWOOPES,2006,SG,Perimeter-Oriented Big/Wing,0.13821591089890495,1.2287217131494672
CATARINA POLLINI,1997,F,Roller/Cutter,0.13790442011553172,18.337170437860305
SEIMONE AUGUSTUS,2017,SG,Secondary Creator/Distributor,0.13576295292611978,3.9250362216364154
PENNY MOORE,1997,F,Secondary Creator/Distributor,0.13381462587740722,3.0272494369112066
ALANNA SMITH,2023,F,Secondary Creator/Distributor,0.12585223701028758,3.429794160131394
JACKIE YOUNG,2024,G,Primary On-Ball Creator,0.124336790535309,2.525919075698665
MERY ANDRADE,1999,F,Secondary Creator/Distributor,0.12271723655846367,2.6994350709548383
MARIE FERDINAND-HARRIS,2005,G,Primary On-Ball Creator,0.11768578957337206,-1.6475124036743267
TESS MADGEN,2015,G,Spot-up Shooter,0.11417852928740724,-6.348462096146611
KIAH STOKES,2023,C,Roller/Cutter,0.09351526043314307,3.852983804968076
SONJA TATE,1999,G,Secondary Creator/Distributor,0.09261716951748072,3.605980124089914
BELLA ALARIE,2021,PowerF,Roller/Cutter,0.09008809650902255,4.779967208637735
KYLEE SHOOK,2020,C,Roller/Cutter,0.08855092351511451,-4.986959894361638
TAMMY SUTTON-BROWN,2004,C,Interior Primary Option,0.08816802139644486,-0.43539284880098167
DIAMOND MILLER,2023,F,Primary On-Ball Creator,0.08782467465834731,6.124762676619532
SABRINA IONESCU,2021,G,Primary On-Ball Creator,0.07722754387583941,-0.0023776355499944835
LAUREN JACKSON,2003,PowerF,Perimeter-Oriented Big/Wing,0.06975133275676204,1.2593918565643276
NYKESHA SALES,2003,SG,Primary On-Ball Creator,0.06677624946263228,2.5532004941826645
SYLVIA FOWLES,2014,C,Interior Primary Option,0.06425837337402207,1.4496807498047826
JANELL BURSE,2009,C,Roller/Cutter,0.05683658768376576,7.024468013616017
ALANA BEARD,2004,SG,Primary On-Ball Creator,0.051960497296584585,-1.025122556299101
KARA LAWSON,2009,G,Spot-up Shooter,0.05167310149783755,3.862469166841518
TAMICHA JACKSON,2003,G,Primary On-Ball Creator,0.05120084503238087,2.613258611882339
VICTORIA DUNLAP,2011,F,Roller/Cutter,0.04515785183351628,4.2647925846720405
JESSIE HICKS,2001,PowerF,Interior Primary Option,0.035203064021812835,-8.504848899869955
MONICA LAMB,1998,C,Roller/Cutter,0.03457332916070788,9.218824736543816
DIAMOND DESHIELDS,2024,G,Secondary Creator/Distributor,0.03189386868595756,1.0299621353461474
KRISTIN HAYNIE,2005,G,Secondary Creator/Distributor,0.029252241054223194,6.5384561774858785
SUE WICKS,2000,F,Roller/Cutter,0.02225610350302265,4.076803114985537
LINDA BURGESS,2000,F,Interior Primary Option,0.02081364955105469,4.71091711320818
CANDICE WIGGINS,2010,G,Spot-up Shooter,0.019474389161557415,-12.975165089778084
CHELSEA NEWTON,2006,G,Secondary Creator/Distributor,0.01837681925936896,2.5178644282944918
BRITTNEY SYKES,2021,G,Secondary Creator/Distributor,0.012243356479117895,8.648760719732167
LISA LESLIE,2008,C,Perimeter-Oriented Big/Wing,0.012102838664739934,1.7696162025602713
KARA LAWSON,2011,G,Spot-up Shooter,0.004400974970455496,2.026981970116277
KAYLA MCBRIDE,2024,G,Spot-up Shooter,-0.005558559285151254,7.677054607034224
SANCHO LYTTLE,2009,F,Interior Primary Option,-0.01517422332950047,6.86489675716861
ALLISON FEASTER,2008,F,Spot-up Shooter,-0.018670339531448754,-0.7559376697342337
MURRIEL PAGE,2007,F,Roller/Cutter,-0.02038978389092372,11.40276698710296
TAMIKA CATCHINGS,2016,F,Primary On-Ball Creator,-0.024464531948924506,11.714783854984638
BLAKE DIETRICK,2021,G,Spot-up Shooter,-0.026963096031960176,-3.4916465244735564
SWIN CASH,2006,F,Perimeter-Oriented Big/Wing,-0.029764482535910797,4.681937294553376
BECKY HAMMON,2008,G,Primary On-Ball Creator,-0.032072635138365335,3.672552592537492
KERRI GARDIN,2008,F,Spot-up Shooter,-0.03464766760971294,5.050776912964231
TERESA WEATHERSPOON,1999,G,Spot-up Shooter,-0.03507933228734558,4.023817055856614
NATASHA LACY,2011,G,Secondary Creator/Distributor,-0.03766484183900465,8.111826880224331
BRIONNA JONES,2021,F,Interior Primary Option,-0.03942793089407892,9.834365788822078
MWADI MABIKA,1999,G,Primary On-Ball Creator,-0.040070748343867355,5.652537468256808
ADRIAN WILLIAMS-STRONG,2004,PowerF,Interior Primary Option,-0.04558821785539546,-1.305119187810188
TAMARA MOORE,2002,G,Secondary Creator/Distributor,-0.05199756101119485,-0.9515033845836985
SKYLAR DIGGINS,2017,G,Primary On-Ball Creator,-0.05948791603864634,0.11892322709017034
SHANNON JOHNSON,2002,G,Primary On-Ball Creator,-0.06737082858210952,-1.8529795043697699
ERLANA LARKINS,2013,F,Roller/Cutter,-0.06914813873958006,11.242285905567693
KAYLA ALEXANDER,2016,C,Interior Primary Option,-0.0798409055178344,6.4402761870871075
KATIE DOUGLAS,2004,SG,Spot-up Shooter,-0.08175810393424787,4.6605649717363935
SANCHO LYTTLE,2016,F,Roller/Cutter,-0.08299132971916512,7.696179255716658
TICHA PENICHEIRO,2002,G,Secondary Creator/Distributor,-0.08644945213017285,-1.976707176986793
TRACY REID,2001,F,Roller/Cutter,-0.08903287300189389,-0.8521423210706143
KELSEY GRIFFIN,2014,F,Roller/Cutter,-0.09139241693518141,10.015302110929373
NNEKA OGWUMIKE,2023,F,Perimeter-Oriented Big/Wing,-0.0949983099757643,8.040093603829316
ELENA BARANOVA,2003,F,Secondary Creator/Distributor,-0.09525901560269756,1.9693429138377534
RONEEKA HODGES,2010,G,Spot-up Shooter,-0.09614189433027981,3.1862029569118264
NICOLE POWELL,2009,F,Primary On-Ball Creator,-0.09830712908649031,1.5626305061874939
SAMI WHITCOMB,2021,G,Spot-up Shooter,-0.0984603205083232,-4.831098140456253
ALANA BEARD,2008,SG,Primary On-Ball Creator,-0.101454618869671,1.565014891300697
ALEX HARDEN,2015,G,Secondary Creator/Distributor,-0.10254164383753528,8.865545245785706
SHERYL SWOOPES,1999,SG,Perimeter-Oriented Big/Wing,-0.10383900492487586,4.8382136518119765
NADIRAH MCKENITH,2014,G,Roller/Cutter,-0.11109438673892402,4.436791192214711
NICKY MCCRIMMON,2001,G,Secondary Creator/Distributor,-0.11220191126957468,3.0938727012556795
NATASHA LACY,2010,G,Secondary Creator/Distributor,-0.11764921332215628,9.500771494992179
KEDRA HOLLAND-CORN,2002,G,Primary On-Ball Creator,-0.12462494076556463,4.0226692021764325
VICKIE JOHNSON,2001,SG,Primary On-Ball Creator,-0.12679941067109957,-0.39268998466405103
TRICIA LISTON,2015,F,Spot-up Shooter,-0.13000805474469815,-1.060722444445426
ERICA WHITE,2008,G,Secondary Creator/Distributor,-0.13239188627881449,1.0306784031521374
ARMINTIE HERRINGTON,2014,G,Roller/Cutter,-0.13264485847849006,2.787708152289297
EVELYN AKHATOR,2017,F,Roller/Cutter,-0.13414904941969197,-1.848427664208411
VICKIE JOHNSON,1999,SG,Primary On-Ball Creator,-0.13719145343991448,6.584947512491088
ADRIENNE JOHNSON,2000,G,Primary On-Ball Creator,-0.1451712842209405,3.5323782613898898
LAYSHIA CLARENDON,2017,G,Primary On-Ball Creator,-0.14549214334446137,2.3216307543995525
NICKY MCCRIMMON,2003,G,Secondary Creator/Distributor,-0.15004195377066665,7.855771669396102
MIKIKO HAGIWARA,1997,G,Spot-up Shooter,-0.15076149540065154,-6.916344473986209
HEATHER OWEN,1999,PowerF,Roller/Cutter,-0.15551303357347024,-2.0618836216140437
MICHELLE SNOW,2002,C,Roller/Cutter,-0.1650084704681456,-5.0868314023995325
SWIN CASH,2007,F,Interior Primary Option,-0.16683093150498873,8.615976593005929
SHAY MURPHY,2010,G,Secondary Creator/Distributor,-0.1774993211753192,3.79008759544225
JAE KINGI-CROSS,2001,G,Spot-up Shooter,-0.17974100068900034,5.656905466538865
DEANNA NOLAN,2007,SG,Primary On-Ball Creator,-0.19347123377092823,1.1373731042422812
MATEE AJAVON,2015,G,Secondary Creator/Distributor,-0.1952528513062055,6.797165019715646
NAKIA SANFORD,2003,PowerF,Interior Primary Option,-0.1980767342728742,-4.49106367190051
STACEY THOMAS,2001,F,Roller/Cutter,-0.19841647817644503,-6.306754458314765
ANN STROTHER,2008,SG,Spot-up Shooter,-0.20566963341903033,-5.590368280028958
EZI MAGBEGOR,2022,PowerF,Interior Primary Option,-0.20612436083971875,7.940658846158879
ANDREA STINSON,2000,G,Primary On-Ball Creator,-0.20810185870518083,2.0993173884173912
CHASITY MELVIN,1999,PowerF,Interior Primary Option,-0.22730461346397257,-0.25789148824213326
ALLISHA GRAY,2023,G,Perimeter-Oriented Big/Wing,-0.2323848407176461,-2.5462674492061996
DEANNA NOLAN,2008,SG,Primary On-Ball Creator,-0.23295511407866965,1.977487892086558
TERESA WEATHERSPOON,2003,G,Secondary Creator/Distributor,-0.2372540593184439,1.6449602486312087
NATASHA MACK,2024,F,Roller/Cutter,-0.23828403483843907,1.0234006848882093
JENNIFER O'NEILL,2015,G,Spot-up Shooter,-0.23938406534977713,-9.710190609723451
ERIN ALEXANDER,1998,G,Spot-up Shooter,-0.24547428300473206,-25.81054652934238
PENNY TAYLOR,2010,F,Primary On-Ball Creator,-0.24666951769559714,6.904490849962313
TULLY BEVILAQUA,2005,G,Spot-up Shooter,-0.24714523235391184,6.468453187477403
MAYA CALDWELL,2023,G,Secondary Creator/Distributor,-0.24783785148279416,-4.308688519418975
DAWN STALEY,2003,G,Secondary Creator/Distributor,-0.253575077556153,4.547814328754883
SUG SUTTON,2023,G,Primary On-Ball Creator,-0.2689649001055203,5.094501040153673
ALLISON FEASTER,2002,F,Spot-up Shooter,-0.26919751037011497,3.92624408946039
MAIMOUNA DIARRA,2017,C,Interior Primary Option,-0.27089760583396716,80.1398458561902
RENEE MONTGOMERY,2018,G,Spot-up Shooter,-0.296866391934959,13.761634573598162
CARLA CORTIJO,2015,G,Secondary Creator/Distributor,-0.30748585781671095,16.855185754636516
CHRISTY SMITH,1999,G,Spot-up Shooter,-0.3094786543125805,-34.08919371809898
MARGO DYDEK,2002,C,Perimeter-Oriented Big/Wing,-0.31340558576101474,0.44452629494345564
YVONNE TURNER,2018,G,Spot-up Shooter,-0.317089638414106,-5.180928726932256
DANIELLE ADAMS,2013,PowerF,Perimeter-Oriented Big/Wing,-0.32294152575720714,-0.11409792176578737
KARA LAWSON,2004,G,Spot-up Shooter,-0.33181072920259347,3.640956394549733
DANA EVANS,2024,G,Primary On-Ball Creator,-0.33661533722555825,-8.106769970694582
COQUESE WASHINGTON,1999,G,Secondary Creator/Distributor,-0.3393496135920575,3.7720979032592457
NALYSSA SMITH,2022,F,Perimeter-Oriented Big/Wing,-0.3577211924611321,-1.143350594662129
TIFFANY MITCHELL,2023,G,Secondary Creator/Distributor,-0.3629439384688554,1.9902607203608584
TINA THOMPSON,2000,F,Primary On-Ball Creator,-0.3640395030064104,8.14574297584841
SHANNON JOHNSON,2001,G,Primary On-Ball Creator,-0.36512265538452116,-0.9337251495173273
KIA VAUGHN,2018,C,Roller/Cutter,-0.37414393968627413,5.34212978851062
PENNY TAYLOR,2006,F,Perimeter-Oriented Big/Wing,-0.38407739206350633,0.3484902891409054
KAMILA VODICHKOVA,2005,PowerF,Perimeter-Oriented Big/Wing,-0.399557801860473,11.811192702631079
SHERYL SWOOPES,2002,SG,Perimeter-Oriented Big/Wing,-0.4073491693382725,3.402942270766999
KAYLA THORNTON,2018,F,Spot-up Shooter,-0.41636173716371105,1.0328086165888573
DEBBIE BLACK,1999,G,Secondary Creator/Distributor,-0.42041634051126353,1.721158801678119
SONJA HENNING,2001,G,Secondary Creator/Distributor,-0.42132295087955085,6.060345268182502
ALANNA SMITH,2024,F,Secondary Creator/Distributor,-0.4221126983732011,4.9793705546429
PLENETTE PIERSON,2016,F,Perimeter-Oriented Big/Wing,-0.42283210693401796,-6.79348664591828
AYANA WALKER,2002,F,Secondary Creator/Distributor,-0.4239010944960202,1.6362965339724762
CANDICE WIGGINS,2011,G,Spot-up Shooter,-0.4252126115567876,2.7338369576514716
CRYSTAL LANGHORNE,2013,PowerF,Interior Primary Option,-0.4270045058874854,1.0098152755958827
NICOLE POWELL,2010,F,Spot-up Shooter,-0.42750997391730394,4.635061416167447
PLENETTE PIERSON,2005,F,Interior Primary Option,-0.4289330482291642,-1.3856592922979956
TAMMY SUTTON-BROWN,2007,C,Interior Primary Option,-0.4295356350731553,2.6078985805189934
KETIA SWANIER,2009,G,Secondary Creator/Distributor,-0.4380168142423023,-2.374883400328759
LINDSAY WISDOM-HYLTON,2012,F,Roller/Cutter,-0.44292048905932724,-0.7187725516527204
KIM MESTDAGH,2019,G,Spot-up Shooter,-0.44425019396354504,-1.8714286530775075
TINA CHARLES,2010,C,Interior Primary Option,-0.44603263338979726,0.7727302863675369
KARA LAWSON,2012,G,Primary On-Ball Creator,-0.4486195393341117,-1.0455410798607585
KELSEY PLUM,2022,G,Primary On-Ball Creator,-0.4516475410334788,7.586966836456111
KATIE DOUGLAS,2014,SG,Primary On-Ball Creator,-0.45177521440713564,5.051984563622829
A'DIA MATHIES,2013,G,Secondary Creator/Distributor,-0.45613876383692364,-4.405492698075831
