player,team,position,gamesPlayed,minutesPlayed,gamesStarted,fieldGoals,fieldGoalAttempts,fieldGoalPercentage,threePointers,threePointAttempts,threePointPercentage,twoPointers,twoPointAttempts,twoPointPercentage,freeThrows,freeThrowAttempts,freeThrowPercentage,offensiveReb,totalReb,assists,steals,blocks,turnovers,personalFouls,points,year
Marissa Coleman,IND,G-F,34,842,34,7.9,20.6,0.384,2.6,7.8,0.336,5.3,12.8,0.413,3.7,4.9,0.747,2.1,7.5,3.4,2.6,0.6,3.9,4,22.1,2015
Nadia Colhado,ATL,C,6,32,0,4.8,9.6,0.5,0,0,,4.8,9.6,0.5,0,0,,1.6,3.2,1.6,1.6,6.4,3.2,9.6,9.6,2015
Sydney Colson,SAS,G,34,541,5,4.3,10.5,0.411,0.7,2.1,0.318,3.6,8.3,0.435,2.3,3.4,0.686,1,3.8,9.3,2.7,1,4.1,6,11.6,2015
Carla Cortijo,ATL,G,2,32,0,8,14.4,0.556,1.6,3.2,0.5,6.4,11.2,0.571,4.8,6.4,0.75,0,1.6,3.2,3.2,0,1.6,4.8,22.3,2015
Anna Cruz,MIN,G,22,640,17,6.1,12.9,0.474,0.8,3,0.25,5.3,9.9,0.542,1.8,2.3,0.786,0.8,6.7,5.6,1.8,0.3,4,3.5,14.8,2015
Monique Currie,PHO,F,34,724,34,7.8,18.9,0.411,2.1,5.7,0.364,5.7,13.1,0.432,3.8,4.4,0.864,1.4,8.1,3.7,2.3,0.9,3.4,6.8,21.4,2015
Ana Dabovic,LAS,G,24,530,8,7.7,17.2,0.446,2.1,6.2,0.333,5.6,11,0.509,4.3,5.4,0.808,1.1,4,4.8,2.2,0.1,3.9,7.1,21.7,2015
Elena Delle Donne,CHI,F-G,31,1032,31,11.9,25.8,0.46,2.1,6.7,0.313,9.8,19.1,0.512,10.3,10.9,0.95,3,13,2.1,1.6,3.1,1.8,2.6,36.1,2015
Skylar Diggins-Smith,TUL,G,9,289,9,9.4,23.3,0.405,2.4,5.4,0.448,7,17.9,0.392,8.3,9,0.918,2,4.4,8.3,2.6,0.6,3.3,3,29.5,2015
Stefanie Dolson,WAS,C,34,841,33,9.6,19.3,0.495,0.6,1.4,0.476,8.9,18,0.496,3.5,4,0.871,3.1,12.4,3.4,1,2.3,4.1,6.3,23.3,2015
Clarissa Dos Santos,CHI,C,31,544,7,6.1,13.3,0.461,0,0,,6.1,13.3,0.461,3.1,4.5,0.688,5.2,13.6,2.1,1.7,1.7,3.6,7.4,15.4,2015
Candice Dupree,PHO,F,33,1028,33,10.1,19.7,0.512,0,0.1,0,10.1,19.7,0.513,4.3,5.3,0.802,2.1,8.8,2.9,1.8,0.6,2.5,2.4,24.4,2015
Kelly Faris,CON,G,32,465,9,3.7,9.8,0.381,1,3.4,0.31,2.7,6.4,0.418,2.4,3.1,0.778,1.7,6.4,3.6,1.4,0.3,1.7,5.9,10.9,2015
Jamierra Faulkner,CHI,G,33,316,0,8.9,21.6,0.414,0.7,3.6,0.182,8.3,18.1,0.459,3.4,4.2,0.808,0.7,5.4,9.1,2.3,1.1,6.3,6.7,22,2015
Cayla George,PHO,C-F,34,433,2,8.4,19.6,0.427,2.1,7.5,0.283,6.2,12.1,0.515,2.4,2.7,0.864,3.2,13.3,3.1,1.6,2.7,3.4,8.7,21.2,2015
Markeisha Gatling,SEA,C,25,342,4,7.7,15.6,0.495,0,0,,7.7,15.6,0.495,5.1,5.9,0.868,3.4,14.4,1.1,1.4,2.2,3.7,8.2,20.6,2015
Jacki Gemelos,CHI,G,17,85,0,4.8,12.1,0.4,1.8,6,0.3,3,6,0.5,0,1.2,0,0.6,4.8,3.6,3,0.6,3,1.8,11.5,2015
Briana Gilbreath-Butler,IND,G,3,23,0,2.3,11.4,0.2,0,2.3,0,2.3,9.1,0.25,0,0,,0,4.6,0,2.3,2.3,2.3,2.3,4.6,2015
Sasha Goodlett,CHI,C,16,210,5,3.4,6.4,0.538,0,0,,3.4,6.4,0.538,1.5,1.7,0.857,3.2,7.3,1,0.7,2.4,3.7,4.2,8.3,2015
Angel Goodrich,SEA,G,23,363,5,4.5,11.1,0.408,0.4,1.5,0.3,4.1,9.6,0.424,0.7,1.5,0.5,0.7,5.7,10.2,2,0,3.9,2.6,10.2,2015
Chelsea Gray,CON,G,34,543,0,8.6,20.2,0.424,2.3,6.6,0.348,6.3,13.6,0.46,4,4.9,0.816,1.8,7.8,9.1,2.2,0.5,5.9,4.3,23.4,2015
Nikki Greene,CON,F-C,12,101,0,2.1,5.3,0.4,0,0,,2.1,5.3,0.4,3.2,3.7,0.857,4.8,12.8,1.1,1.6,2.7,3.2,11.2,7.5,2015
Brittney Griner,PHO,C,26,799,26,9.9,17.6,0.565,0,0,,9.9,17.6,0.565,6.7,8.7,0.773,2.9,14.2,2.3,0.5,7.1,3.8,4.8,26.6,2015
Dearica Hamby,SAS,F,31,539,16,6.9,19.4,0.354,0.6,1.7,0.353,6.3,17.7,0.354,4.2,6.6,0.642,4.1,12.5,2.2,1.3,0.5,4,3.9,18.5,2015
Jennifer Hamson,LAS,C,25,163,2,5.4,9.8,0.552,0,0,,5.4,9.8,0.552,2.7,9.8,0.276,5.4,12.4,1.7,2,4.4,1.7,7.4,13.5,2015
Alex Harden,PHO,G,32,391,0,3.3,12.3,0.27,0.8,3.2,0.261,2.5,9.1,0.273,1.7,1.8,0.923,1.5,6.4,4,3.2,1.8,4,6.4,9.1,2015
Bria Hartley,WAS,G,25,306,0,6,19.9,0.304,2,8.2,0.239,4.1,11.7,0.348,4.6,6,0.765,0.7,5.3,7.3,2.1,0.2,3.7,4.1,18.7,2015
Tiffany Hayes,ATL,G,28,836,27,7,17.9,0.392,1.9,6.9,0.274,5.1,11,0.467,6,7.5,0.805,1.8,5.1,3.8,1.8,0.7,2.9,5.9,22,2015
Aneika Henry-Morello,ATL,F-C,29,518,11,6.2,12.8,0.485,0,0,,6.2,12.8,0.485,2.4,3.2,0.75,4.1,13.3,1.1,0.9,2.5,4.4,7.2,14.8,2015
Tayler Hill,WAS,G,32,545,0,7.9,22.6,0.348,3.7,11.6,0.319,4.2,11.1,0.378,4.5,6.2,0.726,1,4.3,2.8,2.9,0.3,2.8,3.1,23.9,2015
Roneeka Hodges,ATL,G,23,448,9,5.7,14.9,0.382,3.1,8.5,0.36,2.6,6.4,0.411,2.4,3.2,0.75,1.1,5.1,3.5,0.5,0.5,2.5,3.5,16.9,2015
Quanitra Hollingsworth,SEA,C,27,331,0,4.3,9.6,0.45,0,0.2,0,4.3,9.4,0.458,5.3,8,0.66,3.4,15.7,1.4,1.9,1.3,6.1,10.2,13.9,2015
Jordan Hooper,TUL,F,34,581,5,5,13.9,0.358,3.5,10.2,0.342,1.5,3.7,0.4,1.2,1.7,0.684,2.2,6.4,1,1.3,0.4,1.7,3.4,14.6,2015
Andrea Hoover,LAS,G,12,172,1,4.8,15,0.319,2.6,8.9,0.286,2.2,6.1,0.368,2.2,2.2,1,1,4.8,1.3,0.6,0.3,2.6,5.7,14.3,2015
Natasha Howard,IND,F,30,343,2,7.2,18.9,0.379,0,0.3,0,7.2,18.6,0.385,4.7,6.6,0.721,4.3,12.1,2,2,2,4.3,9.3,19.1,2015
Tiffany Jackson-Jones,TUL,F,12,175,0,5.2,10.4,0.5,0,0,,5.2,10.4,0.5,4.6,5.5,0.833,4.6,15.5,2.4,1.8,1.5,4.9,3.4,14.9,2015
Briann January,IND,G,29,784,29,5.4,12.7,0.426,1.7,3.9,0.431,3.7,8.8,0.424,3.3,3.9,0.845,0.9,3.5,6.5,2,0.4,4.2,4.3,15.8,2015
Shenise Johnson,IND,G,31,811,27,7.8,16.7,0.467,2,4.8,0.413,5.8,11.9,0.489,4.3,5.3,0.805,2.5,9.9,4.8,2.3,0.3,3.6,4.3,21.9,2015
Temeka Johnson,LAS,G,34,720,11,4.6,14.2,0.323,1.3,5.3,0.246,3.3,8.9,0.368,2.8,3.4,0.841,0.8,6.2,9.3,1.8,0,3.9,5.6,13.3,2015
Asjha Jones,MIN,F,31,541,12,7.5,18.3,0.411,0,0.4,0,7.5,17.9,0.42,1.8,3,0.6,2.5,8.5,5,1.7,1.5,3.4,6.8,16.8,2015
Shae Kelley,MIN,F,8,19,0,0,8.4,0,0,0,,0,8.4,0,2.8,5.6,0.5,0,8.4,2.8,2.8,0,2.8,2.8,2.8,2015
Brianna Kiesel,TUL,G,34,616,15,5.2,15.6,0.333,1,4.5,0.231,4.2,11.1,0.375,3.5,4.6,0.755,0.7,2.4,5.6,2.4,0.2,3.5,5.3,14.9,2015
Lynetta Kizer,IND,F,33,591,14,9.9,20.2,0.491,0,0.2,0,9.9,20,0.496,4.5,5.1,0.879,3.8,10.3,1.2,1.7,0.7,4.1,8.1,24.4,2015
Betnijah Laney,CHI,G-F,32,411,2,4.9,12.4,0.394,0,0.8,0,4.9,11.6,0.419,2,2.9,0.696,2.3,8.5,2.4,2,0.8,2.3,5.1,11.8,2015
Crystal Langhorne,SEA,F-C,34,873,34,9.5,17.3,0.545,0,0.1,0,9.5,17.2,0.549,4,5.3,0.75,2.4,11.8,1.9,2.2,0.8,4.2,3.8,22.9,2015
Erlana Larkins,IND,F,21,352,3,3.6,8.8,0.407,0,0,,3.6,8.8,0.407,3.9,5.7,0.684,5.2,13.2,4.2,3,0.6,2.2,5.1,11,2015
Ivory Latta,WAS,G,34,927,25,8.4,20.6,0.406,4.6,11.9,0.389,3.8,8.7,0.43,5.3,5.8,0.909,0.5,3.6,5,1.3,0.1,3.5,3.8,26.7,2015
Jantel Lavender,LAS,F,34,1148,34,10.1,19.2,0.525,0.1,0.4,0.333,9.9,18.8,0.529,3.2,3.6,0.882,3.2,13.4,3,0.7,2,3.4,2.8,23.5,2015
Kara Lawson,WAS,G,22,550,21,6.9,17.8,0.389,2.6,8,0.321,4.3,9.8,0.444,4.4,4.7,0.938,0.9,6.4,7.8,1.3,0.3,2.5,2.3,20.9,2015
Jasmine Lister,LAS,G,7,65,0,6.7,12.7,0.533,3.4,4.2,0.8,3.4,8.4,0.4,0,0,,3.4,7.6,3.4,1.7,0,5.9,3.4,16.9,2015
Tricia Liston,MIN,F,31,372,2,4.9,11.6,0.42,3.9,9.1,0.429,1,2.6,0.389,1.4,1.4,1,0.7,4.6,3.3,1.1,0.1,1.3,3.4,15.1,2015
Camille Smith,CON,F,34,918,34,6.2,15.3,0.406,2.3,6.6,0.345,3.9,8.7,0.453,1.7,1.9,0.879,2.7,7.2,3.1,2.5,0.4,3.4,5.4,16.5,2015
Jewell Loyd,SEA,G,34,882,23,7.5,18.2,0.411,0.6,2.9,0.208,6.9,15.4,0.449,6.2,6.9,0.904,2,7.1,4,1.1,0.5,4.1,3.2,21.8,2015
Maggie Lucas,IND,G,30,451,0,6.3,16.8,0.372,3.6,9.6,0.373,2.7,7.2,0.371,3.6,4.3,0.838,0.1,2.9,3,1.3,0.3,2.2,4.9,19.7,2015
Sancho Lyttle,ATL,F,24,721,24,7.4,15.5,0.475,0.1,0.4,0.2,7.3,15.2,0.481,2.8,3.8,0.736,4.7,14,3.7,3.8,1,2.7,5,17.6,2015
Victoria Macaulay,CHI,F,4,25,0,4.1,14.4,0.286,0,0,,4.1,14.4,0.286,0,0,,2.1,8.2,0,4.1,2.1,6.2,14.4,8.2,2015
Tess Madgen,PHO,G,8,59,0,2.7,7.3,0.375,2.7,4.6,0.6,0,2.7,0,0.9,1.8,0.5,0.9,5.5,1.8,5.5,1.8,3.7,7.3,9.2,2015
Ally Malott,WAS,F,24,216,0,7.3,16.6,0.439,2.8,6.8,0.407,4.5,9.8,0.462,2,2.5,0.8,1.3,5.8,1.8,0.8,0.8,3.5,3.5,19.9,2015
Kayla McBride,SAS,G,27,756,25,9.2,24,0.382,3.7,9.9,0.373,5.5,14.1,0.388,4.1,4.6,0.879,0.3,5.9,3.1,2,0.2,3.1,2.3,26.1,2015
Angel McCoughtry,ATL,F-G,34,1021,26,11.8,28.5,0.413,1.9,5.1,0.363,9.9,23.4,0.424,8.9,11.1,0.805,3.2,9,4.7,3.6,0.9,5.4,5.8,34.3,2015
Emma Meesseman,WAS,F,34,924,34,10.5,18.8,0.556,0.4,0.8,0.462,10.1,18.1,0.56,2,2.4,0.829,3.5,12.5,3.4,1.8,2.6,2.6,5.6,23.3,2015
DeLisha Milton-Jones,ATL,F,18,161,1,5.1,14.9,0.34,0.3,3.2,0.1,4.8,11.7,0.405,1.6,2.9,0.556,3.2,10.5,2.5,2.2,0.6,4.1,9.5,12.1,2015
Leilani Mitchell,PHO,G,34,782,26,5.5,14.8,0.374,3,7.7,0.396,2.5,7.1,0.35,1.7,1.9,0.889,0.8,5,6.3,2.4,0.3,3.3,3.9,15.8,2015
Alex Montgomery,SAS,G-F,14,234,3,6.5,17.4,0.377,0.9,4.5,0.2,5.6,12.9,0.439,1.6,2.3,0.7,3.6,13.1,2.3,1.8,1.6,3.6,5.4,15.6,2015
Maya Moore,MIN,F,33,1102,33,11.5,27.5,0.42,3.3,9.3,0.359,8.2,18.1,0.452,6.6,7.7,0.855,3,10.8,5.6,2.7,1.3,3.8,4.6,33,2015
Kaleena Mosqueda-Lewis,SEA,F,27,333,0,9.9,25.3,0.39,2.9,10.2,0.281,7,15.1,0.463,2.2,2.5,0.875,0.8,3.8,2.7,1,0.3,3.3,4.1,24.8,2015
Nneka Ogwumike,LAS,F,24,784,23,10.3,19.6,0.525,0.1,0.8,0.083,10.2,18.7,0.545,5.9,6.8,0.866,3.4,11.7,3.5,1.7,0.8,3,4,26.5,2015
Jenna O'Hea,SEA,F,34,710,14,4.8,12.5,0.381,2.7,7,0.383,2.1,5.5,0.378,2.7,2.9,0.923,0.4,4.7,6.1,1.4,0.7,3,4,14.9,2015
Jennifer O'Neill,MIN,G,13,101,0,4.2,12.2,0.348,2.6,4.8,0.556,1.6,7.4,0.214,4.2,4.2,1,1.1,7.4,5.3,1.6,0.5,4.8,4.8,15.3,2015
Inga Orekhova,CON,G,4,11,0,0,19.6,0,0,9.8,0,0,9.8,0,0,0,,4.9,4.9,0,0,0,4.9,0,0,2015
Courtney Paris,TUL,C,34,849,34,6.5,13.4,0.486,0,0,,6.5,13.4,0.486,1.1,2.5,0.425,6.4,19.9,2.7,0.8,2.6,2.1,6.6,14.1,2015
Candace Parker,LAS,F-C,16,551,16,11.5,23.6,0.489,1.2,4.3,0.279,10.4,19.3,0.536,6.6,8.1,0.815,1.8,16,10,3.1,2.9,4,3.9,30.9,2015
Cheyenne Parker,CHI,F,30,279,0,5.2,12.9,0.4,0,0,,5.2,12.9,0.4,1.8,4.8,0.385,5.5,13.6,1.1,1.3,3.9,2.9,7.4,12.2,2015
Kayla Pedersen,CON,F,33,510,1,4.1,9.5,0.433,0,0,,4.1,9.5,0.433,2,2.4,0.826,3.1,9.1,4.2,2.4,0.8,2.1,5.1,10.3,2015
Jia Perkins,SAS,G,26,710,26,9.2,24.6,0.376,1.9,6.8,0.272,7.4,17.7,0.416,5.4,6.2,0.88,1.5,5.9,3.3,2.8,0.6,2.4,3.3,25.8,2015
Devereaux Peters,MIN,F,33,481,0,4.9,10.9,0.449,0.3,0.9,0.375,4.6,10,0.456,1.4,1.7,0.867,3.3,12.4,3.1,0.8,3.2,3.3,4.1,11.6,2015
Erin Phillips,LAS,G,12,371,12,3.8,13.5,0.286,1.8,6.7,0.267,2.1,6.8,0.304,2.5,3,0.85,1.5,5.3,5.5,1.6,0.3,2.7,4.3,12,2015
Plenette Pierson,TUL,F,30,843,29,9.6,22,0.437,1.1,3,0.362,8.5,19,0.449,4,4.9,0.808,2.2,7.7,3.6,1.8,0.8,3.4,5.4,24.3,2015
Theresa Plaisance,TUL,F,25,205,1,4.2,14.8,0.281,2.1,6.5,0.32,2.1,8.3,0.25,1.8,2.6,0.7,4.9,12.5,1.3,1.6,1,0.5,7.5,12.2,2015
Jeanette Pohlen-Mavunga,IND,G,26,259,1,4.2,10.5,0.404,3,7.7,0.395,1.2,2.8,0.429,1.2,1.6,0.75,1,4.4,3.2,2.6,0.2,2.2,4.7,12.7,2015
Cappie Pondexter,CHI,G,29,877,29,9.6,21.8,0.439,1.4,3.7,0.381,8.1,18.1,0.451,4.9,6,0.824,0.4,6.4,3.6,1.6,0.4,2.4,3.6,25.4,2015
Armintie Herrington,WAS,G,25,260,3,3.8,9,0.419,0,0.2,0,3.8,8.8,0.429,1.3,3.1,0.4,3.3,9.6,5.4,2.7,0.2,3.1,5.9,8.8,2015
Epiphanny Prince,NYL,G,24,686,23,10.5,22.4,0.467,2,5.6,0.356,8.5,16.8,0.505,4.8,5.4,0.9,1.5,5.4,6.3,3.6,0.4,2.9,2.5,27.8,2015
LaToya Sanders,WAS,F-C,23,416,0,5.9,14.6,0.402,0,0,,5.9,14.6,0.402,3.4,4.4,0.765,5.9,17.2,2.7,2.6,6.3,2.4,7.8,15.2,2015
Allie Quigley,CHI,G,32,720,7,10,23.2,0.431,2.6,7.6,0.34,7.4,15.6,0.475,2.7,3.3,0.826,0.7,4,3.8,0.9,1.1,3.2,2.9,25.3,2015
Noelle Quinn,PHO,G,34,632,1,4.6,10.9,0.422,1,3.2,0.324,3.6,7.8,0.462,1.6,2.1,0.792,0.5,7.5,5.6,1.3,0.8,2.5,4.2,11.9,2015
Danielle Robinson,SAS,G,30,902,30,6.2,15.8,0.39,0,0.3,0,6.2,15.5,0.398,3.8,4.2,0.903,0.8,4.3,8.7,1.3,0.1,4.6,2.1,16.1,2015
Sugar Rodgers,NYL,G,33,618,5,7.2,21.1,0.34,3.5,10.9,0.32,3.7,10.2,0.361,5,5.7,0.881,2,6.2,4.1,2,0.6,2.8,6,22.9,2015
Tierra Ruffin-Pratt,WAS,G,32,765,31,5.6,15.1,0.371,1,3.1,0.326,4.6,12.1,0.382,4.7,6.2,0.759,1.8,6.8,4.8,1.8,0.7,3,5.8,16.9,2015
Shoni Schimmel,ATL,G,32,634,16,6.8,18.1,0.378,3.9,10.3,0.383,2.9,7.8,0.371,1.9,2.3,0.857,1,6.4,8.1,1.9,0.4,6.1,2.7,19.6,2015
Odyssey Sims,TUL,G,23,723,19,8.4,22.8,0.369,1.3,6.4,0.207,7.1,16.4,0.432,9,10.6,0.847,1.2,5.8,6.5,1.8,0.1,4.7,4.1,27.1,2015
Michelle Snow,LAS,C,2,26,0,6.3,14.8,0.429,0,0,,6.3,14.8,0.429,0,4.2,0,0,6.3,0,0,2.1,8.4,8.4,12.7,2015
Kiah Stokes,NYL,C,34,862,6,5,9.2,0.547,0,0.1,0,5,9.1,0.554,2,2.9,0.688,3.7,13.4,1.6,1.5,4.1,2.3,4.7,12.1,2015
Shekinna Stricklen,CON,F,34,599,0,8.6,20.8,0.411,4.6,12.8,0.359,4,8,0.494,2,2.5,0.786,2.3,5.7,2,1.7,0.7,1.8,4.1,23.7,2015
Carolyn Swords,NYL,C,34,510,22,6.9,13.7,0.508,0,0,,6.9,13.7,0.508,3.9,4.9,0.809,5.3,14.1,2.1,1.9,2.3,3.8,9.8,17.8,2015
Alyssa Thomas,CON,F,24,623,23,6,14.6,0.411,0,0,,6,14.6,0.411,6.2,9,0.692,5.3,10.9,2.9,2.5,0.4,3.6,5.6,18.2,2015
Jasmine Thomas,CON,G,34,907,34,6,18.2,0.328,1.8,6.2,0.298,4.1,12,0.343,2.8,3.6,0.783,1.1,7.6,7.9,2.4,0.8,4.6,4.4,16.5,2015
Kayla Thornton,WAS,F,10,88,0,5.6,16.7,0.333,0,0.6,0,5.6,16.1,0.346,2.5,3.7,0.667,7.4,13,0.6,1.9,1.9,3.1,7.4,13.6,2015
Ramu Tokashiki,SEA,F,30,618,16,8.4,20.2,0.415,0,0.2,0,8.4,20,0.419,4.3,5,0.862,1.8,8.4,2.1,0.6,2.3,2.2,5.1,21.1,2015
Kristi Toliver,LAS,G,28,864,28,7.6,16.8,0.449,2.7,7.1,0.384,4.8,9.7,0.497,4.1,4.6,0.903,0.6,4.1,6.6,1.5,0.1,4,3,22,2015
Marianna Tolo,LAS,C,28,531,14,5.6,12.1,0.462,0,0.7,0,5.6,11.4,0.491,3,3.7,0.806,2.2,8.6,3,0.7,2.9,2.8,8.7,14.1,2015
Courtney Vandersloot,CHI,G,34,1015,34,7.4,16,0.463,1.6,4.6,0.356,5.8,11.4,0.507,3.2,3.6,0.901,1.1,5.8,10,2.3,0.9,3.6,4.7,19.7,2015
Kia Vaughn,WAS,C,20,355,1,7,15.6,0.451,0,0,,7,15.6,0.451,3.4,5.1,0.667,3.4,12.9,3.1,1.1,1.1,3.8,6.3,17.5,2015
Avery Warley-Talbert,NYL,C,26,179,0,3.8,10.9,0.351,0,0,,3.8,10.9,0.351,3.5,5.3,0.667,7.1,20.9,1.2,2.1,0.9,6.2,8.5,11.2,2015
Lindsay Whalen*,MIN,G,29,874,29,7.4,16,0.462,0.4,0.9,0.429,7,15.2,0.464,4.1,4.6,0.882,1,5.3,7.5,0.7,0.2,3.8,3.4,19.3,2015
Candice Wiggins,NYL,G,32,413,2,3.6,11.2,0.318,2.6,6.5,0.392,1,4.7,0.216,1.7,2.4,0.684,0.9,7.7,3.3,1.7,0.4,4.1,5.4,11.4,2015
Elizabeth Williams,CON,C-F,21,246,0,6.1,11.6,0.528,0,0,,6.1,11.6,0.528,3.1,5.5,0.56,4.8,14.9,1.8,1.3,4.2,2.4,4.4,15.4,2015
Riquna Williams,TUL,G,29,813,20,8.5,24.2,0.352,3.7,10.6,0.346,4.9,13.6,0.357,8.9,10.5,0.85,1,6.6,4.9,2.8,1,3.1,5.1,29.7,2015
Monica Wright,MIN,G,7,80,0,2.7,13.4,0.2,0.7,4,0.167,2,9.4,0.214,4,4.7,0.857,0.7,4,5.3,1.3,0.7,4.7,4.7,10,2015
Tanisha Wright,NYL,G,34,805,34,5.8,13.9,0.42,0.8,2.2,0.364,5,11.7,0.43,3.9,4.7,0.845,1.4,5.3,7.8,1.8,0.2,4.8,4.5,16.4,2015
Marta Xargay,PHO,G,20,349,8,4.5,11.5,0.392,1.4,3.7,0.375,3.1,7.7,0.4,1.7,2.3,0.733,1.4,5.4,7.4,1.4,0.5,6.5,7.4,12.1,2015
Sophia Young-Malcolm,SAS,F,34,931,29,8.6,18.7,0.458,0,0.2,0,8.6,18.6,0.462,5.1,6.9,0.738,2.8,9.7,2.6,2.4,0.5,3.1,3.6,22.3,2015
Tamera Young,CHI,F,19,325,10,4.9,12.5,0.392,0,0,,4.9,12.5,0.392,3.8,4.6,0.828,2.5,8.7,4,1.7,1.1,2.7,6.2,13.6,2015
Amanda Zahui B.,TUL,C,31,300,0,6.9,19.2,0.361,2.1,6.4,0.333,4.8,12.8,0.375,2.7,3.6,0.75,4.6,13.3,1.8,1.2,3.4,3.6,10.3,18.7,2015
Shavonte Zellous,IND,G,23,511,1,6.3,16.5,0.379,0.7,3,0.241,5.5,13.5,0.409,6.6,8.5,0.771,1.2,5.5,4.4,2.3,0.8,2.8,7,19.8,2015
Sylvia Fowles,MIN,C,18,521,18,10.6,20.8,0.507,0,0,,10.6,20.8,0.507,7.1,9.6,0.734,4.2,15.4,1.5,1.8,2.9,3.3,4.4,28.2,2015
Damiris Dantas,TOT,F,32,663,20,6.4,14.3,0.451,0.5,1.2,0.4,6,13.1,0.455,4,4.4,0.911,3.3,10.9,2.4,1.4,1.1,2.7,5.5,17.3,2015
Erika de Souza,TOT,F-C,34,821,32,6.8,14.4,0.472,0,0,,6.8,14.4,0.472,1.4,2.8,0.511,4.9,13.8,1.8,1.6,1.7,2.7,6,15,2015
Reshanda Gray,TOT,F,27,288,1,6.6,13.6,0.487,0,0,,6.6,13.6,0.487,5.9,8.6,0.688,3.7,10.3,0.9,1.4,1.4,3.6,10,19.1,2015
Kalana Greene,TOT,G,13,243,6,4.1,12.2,0.339,0.4,3,0.143,3.7,9.1,0.405,2.6,3,0.857,1.3,7.6,2.4,2,0.7,0.7,4.1,11.3,2015
Brittany Hrynko,TOT,G,7,18,0,2.9,20.6,0.143,0,14.7,0,2.9,5.9,0.5,0,0,,0,0,2.9,0,0,2.9,8.8,5.9,2015
Jennifer Lacy,TOT,F,27,494,15,6.8,15.7,0.434,2.7,8.2,0.333,4.1,7.5,0.544,3.1,4.1,0.757,2.1,7.5,1.3,1,1.1,2,6.2,19.5,2015
Samantha Logic,TOT,G,27,342,0,2.8,11.6,0.24,0.9,4.8,0.194,1.8,6.8,0.273,0.9,1.1,0.857,1.1,5.9,4.8,1.2,1.1,3.9,2.9,7.4,2015
Renee Montgomery,TOT,G,36,643,7,6.9,18.5,0.372,2.7,8.8,0.311,4.1,9.7,0.427,2.5,3.1,0.811,0.6,4.4,8.2,2.4,0.3,4.4,5,18.9,2015
Erica Wheeler,TOT,G,20,229,0,8.3,18.6,0.446,1.3,4.5,0.3,6.9,14.1,0.492,2.2,3.6,0.625,0.9,4.5,6,2.7,0,6,6.3,20.1,2015
Damiris Dantas,MIN,F,16,267,4,7.2,12.4,0.581,0.4,0.6,0.667,6.8,11.8,0.576,3,3.8,0.789,2,10.6,3.8,0.6,1,3.6,7.2,17.8,2015
Erika de Souza,ATL,F-C,17,492,17,7,15.2,0.459,0,0,,7,15.2,0.459,1.3,2.5,0.542,4.8,13.2,2.2,1.7,1.5,3.1,5.4,15.3,2015
Reshanda Gray,MIN,F,10,37,0,4.3,10.1,0.429,0,0,,4.3,10.1,0.429,0,4.3,0,2.9,14.4,1.4,2.9,2.9,5.8,7.2,8.7,2015
Kalana Greene,SAS,G,11,219,6,4.6,12.5,0.365,0.5,3.1,0.154,4.1,9.4,0.436,1.9,1.9,1,1.2,7.7,1.9,1.9,0.7,0.7,4.3,11.6,2015
Brittany Hrynko,SAS,G,5,15,0,3.5,21.1,0.167,0,14.1,0,3.5,7,0.5,0,0,,0,0,3.5,0,0,3.5,10.6,7,2015
Jennifer Lacy,LAS,F,8,176,4,5.6,13.7,0.409,2.5,8.4,0.296,3.1,5.3,0.588,0,0,,2.5,7.2,1.6,0.6,0.3,1.6,6.5,13.7,2015
Samantha Logic,ATL,G,4,23,0,2.2,24.4,0.091,2.2,17.8,0.125,0,6.7,0,0,0,,4.4,6.7,4.4,2.2,0,2.2,11.1,6.7,2015
Renee Montgomery,SEA,G,17,303,2,7,18.5,0.377,3.5,8.9,0.392,3.5,9.6,0.364,3.5,4,0.87,0.5,5.4,8.9,2.8,0.5,5.9,6.1,21,2015
Erica Wheeler,ATL,G,17,203,0,8,17.6,0.457,1.5,3.8,0.4,6.5,13.8,0.473,1.5,3,0.5,1,4,6.5,2,0,5.3,6.5,19.1,2015
Damiris Dantas,ATL,F,16,396,16,5.9,15.5,0.383,0.5,1.5,0.333,5.4,13.9,0.389,4.6,4.8,0.973,4.1,11.1,1.4,1.9,1.2,2.2,4.4,17,2015
Erika de Souza,CHI,F-C,17,329,15,6.6,13.3,0.494,0,0,,6.6,13.3,0.494,1.6,3.3,0.476,5,14.7,1.3,1.4,2.2,2,6.9,14.7,2015
Reshanda Gray,ATL,F,17,251,1,6.9,14,0.493,0,0,,6.9,14,0.493,6.7,9.2,0.733,3.9,9.8,0.8,1.2,1.2,3.3,10.4,20.5,2015
Kalana Greene,MIN,G,2,24,0,0,8.9,0,0,2.2,0,0,6.7,0,8.9,13.4,0.667,2.2,6.7,6.7,2.2,0,0,2.2,8.9,2015
Brittany Hrynko,TUL,G,2,3,0,0,17.8,0,0,17.8,0,0,0,,0,0,,0,0,0,0,0,0,0,0,2015
Jennifer Lacy,CON,F,19,318,11,7.5,16.8,0.444,2.9,8.1,0.354,4.6,8.7,0.529,4.8,6.3,0.757,1.9,7.6,1.2,1.2,1.5,2.2,5.9,22.6,2015
