Player,Team,Year,Pos,Archetype,Total Minutes,BPM,RAPM
JORDIN CANADA,LAS,2022,G,Secondary Creator/Distributor,864.0,-2.8763836602220922,-2.810334842965755
QUACY BARNES,SEA,2000,C,Interior Primary Option,703.6999999999999,-2.876821867455332,-0.18775320268315876
CANDACE PARKER,LAS,2009,PowerF,Interior Primary Option,815.0,-2.877358168888637,7.0373571196867015
THERESA PLAISANCE,TUL,2014,F,Roller/Cutter,89.3,-2.8776093996549443,1.6547476990273362
IZIANE CASTRO MARQUES,SEA,2006,SG,Secondary Creator/Distributor,656.2,-2.8779082044108937,7.681759435732099
BECKY HAMMON,SAN,2008,G,Primary On-Ball Creator,1102.2,-2.8810655585230087,-2.06682322289633
KAYLA MCBRIDE,MIN,2023,G,Primary On-Ball Creator,1208.4,-2.8810926227999603,-1.9461293328232665
ALYSHA CLARK,WAS,2022,F,Spot-up Shooter,765.5999999999999,-2.8826709535357025,10.03458290296138
TIFFANY HAYES,ATL,2013,G,Primary On-Ball Creator,512.9,-2.883341375457021,8.919442284211826
DIANA TAURASI,PHO,2017,G,Primary On-Ball Creator,883.5,-2.888412493460972,0.3822525603160418
ALLIE QUIGLEY,SAN,2010,G,Secondary Creator/Distributor,42.7,-2.8907435084935127,17.745066121135878
DANIELLE ROBINSON,PHO,2017,G,Secondary Creator/Distributor,752.0,-2.892604377167539,-2.9234702119395135
ANGIE BRAZIEL,CHA,2000,F,Roller/Cutter,202.4,-2.8930648328038426,5.776764789350939
SATOU SABALLY,DAL,2022,F,Perimeter-Oriented Big/Wing,238.7,-2.893727780570631,0.9352421866370322
NICKY ANOSIKE,WAS,2011,PowerF,Roller/Cutter,924.8,-2.9049029743559984,-2.603165037106871
MISTIE BASS,HOU,2006,F,Roller/Cutter,272.7,-2.9070708087335095,9.362311687016884
BELINDA SNELL,SAN,2010,G,Spot-up Shooter,37.8,-2.9081982635953265,-2.0333839456638643
TONYA EDWARDS,PHO,2000,G,Primary On-Ball Creator,924.8,-2.9088243261314304,0.8184725359209507
SHANTIA OWENS,MIA,2000,F,Roller/Cutter,607.6,-2.9102637098189366,-0.07840621379487445
CIERRA BURDICK,SEA,2021,F,Roller/Cutter,64.39999999999999,-2.914075309855575,-11.92723940444678
ERICA WHEELER,IND,2019,G,Primary On-Ball Creator,850.0,-2.9165906475612493,-0.9875551469116765
COURTNEY WILLIAMS,CON,2017,G,Perimeter-Oriented Big/Wing,884.0,-2.916840669145485,3.028884078649165
COURTNEY WILLIAMS,CON,2018,G,Perimeter-Oriented Big/Wing,813.0,-2.9196594716666815,5.38867001078798
RUTHIE BOLTON,SAC,2001,G,Spot-up Shooter,582.8000000000001,-2.922042382728216,3.720598850399806
STEFANIE DOLSON,WAS,2016,C,Interior Primary Option,765.0,-2.92722419648097,1.2893037983068525
KATIE LOU SAMUELSON,DAL,2020,F,Spot-up Shooter,437.7999999999999,-2.93145627643965,-0.4209752609682398
CRYSTAL SMITH,PHO,2006,G,Secondary Creator/Distributor,191.1,-2.9329607817475347,-7.3314569608975315
SEIMONE AUGUSTUS,MIN,2006,SG,Perimeter-Oriented Big/Wing,1125.4,-2.934156837981585,-2.390714489861736
YOLANDA MOORE,HOU,1998,PowerF,Roller/Cutter,531.0,-2.9362855562987455,-1.1891437879025522
MORIAH JEFFERSON,SAN,2016,G,Primary On-Ball Creator,1033.6,-2.9374570534551774,-1.3253071225823687
SKYLAR DIGGINS,TUL,2014,G,Primary On-Ball Creator,1196.8000000000002,-2.94081890062252,-1.4384053032559878
GLORY JOHNSON,TUL,2013,F,Interior Primary Option,875.8,-2.941977443929179,-5.945258379853307
JANETH ARCAIN,HOU,2000,G,Secondary Creator/Distributor,976.0,-2.9435160407257603,4.591308340488733
YOLANDA GRIFFITH,SAC,2006,PowerF,Interior Primary Option,853.4000000000001,-2.9534383224364213,2.665435705108389
TULLY BEVILAQUA,IND,2005,G,Spot-up Shooter,877.3000000000001,-2.954426402821757,-0.11175129694118713
YOLANDA GRIFFITH,SAC,2004,PowerF,Interior Primary Option,1033.6,-2.9545544813789935,-2.49529213914352
SUE BIRD,SEA,2007,G,Spot-up Shooter,919.3,-2.9590108296492996,3.574701648269124
MICHELLE MARCINIAK,SEA,2001,G,Primary On-Ball Creator,394.2,-2.9650525058307844,-4.066094662339191
SHAVONTE ZELLOUS,NYL,2018,G,Secondary Creator/Distributor,530.2,-2.9685714889776467,-1.5277406972056813
MARLIES ASKAMP,LAS,2002,C,Roller/Cutter,286.0,-2.972009995238238,-16.4924473681685
KARA LAWSON,SAC,2009,G,Spot-up Shooter,605.0,-2.977154223863474,-4.770954753676478
JEANETTE POHLEN-MAVUNGA,IND,2011,G,Spot-up Shooter,537.2,-2.9781740935287884,-5.798739834541252
DANIELLE ROBINSON,IND,2022,G,Secondary Creator/Distributor,731.6,-2.9826439252762404,-1.5542780934347822
YOLANDA GRIFFITH,SAC,2007,PowerF,Interior Primary Option,707.2,-2.9850764258382068,8.921392143687632
ODYSSEY SIMS,LAS,2024,G,Primary On-Ball Creator,700.8,-2.9858514741200364,-3.6965387246514148
ANGEL ROBINSON,SEA,2014,PowerF,Roller/Cutter,177.5,-2.9876236653993837,-2.933482038312954
BRANDY REED,PHO,2000,F,Perimeter-Oriented Big/Wing,1091.2,-2.9881048978005156,3.2273769072489875
ANGEL GOODRICH,SEA,2015,G,Secondary Creator/Distributor,363.4,-2.9887866728280534,1.8634343102579287
THERESA PLAISANCE,DAL,2018,F,Spot-up Shooter,81.2,-2.996724892295574,0.12174337300150029
BRIDGET PETTIS,PHO,1998,G,Primary On-Ball Creator,849.0,-3.000034138222326,2.6898455462267714
SUE BIRD,SEA,2008,G,Primary On-Ball Creator,1112.1,-3.0040858818835416,4.802223410241415
RUTH RILEY,SAN,2010,C,Roller/Cutter,260.0,-3.006360238864234,-11.733450949054678
KAAYLA CHONES,SEA,2006,C,Roller/Cutter,13.8,-3.0069205862811548,-35.908715659902654
JANEL MCCARVILLE,NYL,2007,PowerF,Interior Primary Option,675.2,-3.008793527500259,6.425857573447902
KAYLA THORNTON,DAL,2017,F,Secondary Creator/Distributor,584.8,-3.009453175294773,1.9381201626582607
DIANA TAURASI,PHO,2023,G,Primary On-Ball Creator,709.8000000000001,-3.010281830379577,0.9076548534242773
BETTY LENNOX,SEA,2007,G,Primary On-Ball Creator,935.0,-3.013046914735088,1.725789522081598
YVONNE ANDERSON,CON,2022,G,Secondary Creator/Distributor,101.2,-3.0185008931089357,0.02841255961762812
AARI MCDONALD,LAS,2024,G,Secondary Creator/Distributor,566.8000000000001,-3.0206119884288776,0.011257182796783116
TAMMY SUTTON-BROWN,IND,2010,C,Roller/Cutter,873.8,-3.0224409016286873,0.08078417466450638
SANCHO LYTTLE,PHO,2018,F,Roller/Cutter,419.4,-3.028245645140391,5.492527751537107
KIAH STOKES,NYL,2018,C,Roller/Cutter,426.0,-3.034195870067883,-5.347963923135717
TEANA MILLER,CHA,2005,C,Roller/Cutter,356.5,-3.035042503100323,-12.420985512937044
KELSEY GRIFFIN,CON,2013,F,Secondary Creator/Distributor,863.5999999999999,-3.036523794318575,-3.5114902834142
CAROLYN SWORDS,NYL,2015,C,Roller/Cutter,510.0,-3.0373226433842033,-2.268429119441816
TEMEKA JOHNSON,PHO,2009,G,Secondary Creator/Distributor,897.5999999999999,-3.038055915806769,7.118998402340017
SHALEE LEHNING,ATL,2009,G,Secondary Creator/Distributor,707.2,-3.041941432234474,3.658231522166538
KORIE HLEDE,UTA,2000,G,Primary On-Ball Creator,868.0,-3.0433778455254954,-2.3775475835299633
CHELSEA GRAY,CON,2015,G,Primary On-Ball Creator,544.0,-3.0434767651651016,6.618701476557408
STEPHANIE SOARES,DAL,2024,C,Roller/Cutter,176.0,-3.0512790763986075,-8.66096893818659
COCO MILLER,WAS,2006,G,Secondary Creator/Distributor,656.2,-3.0558778021846855,-1.6463575896707479
SHATORI WALKER-KIMBROUGH,WAS,2023,G,Secondary Creator/Distributor,992.0,-3.056030573725391,-3.8911333280246527
KATIE LOU SAMUELSON,IND,2024,F,Spot-up Shooter,673.4,-3.0599707290938434,-7.956492344451227
REBEKKAH BRUNSON,MIN,2016,F,Roller/Cutter,811.8000000000001,-3.06205011743517,2.664915063273064
EDNA CAMPBELL,SAC,2002,G,Secondary Creator/Distributor,12.3,-3.0626326470501763,26.87671045988207
NOELLE QUINN,LAS,2011,G,Spot-up Shooter,679.8000000000001,-3.0653199706153123,-0.7672162362212973
DOMINIQUE CANTY,CHI,2008,G,Secondary Creator/Distributor,736.4,-3.0701269540433485,2.970780541921734
MICHELE TIMMS,PHO,2001,G,Spot-up Shooter,409.5,-3.0728870843960827,-12.36743881086496
ZUZANA ZIRKOVA,WAS,2003,G,Secondary Creator/Distributor,29.4,-3.0733433437281423,-0.9696320015372262
MADDY SIEGRIST,DAL,2023,F,Roller/Cutter,319.79999999999995,-3.0763382768739014,1.8511628710589247
PLENETTE PIERSON,NYL,2011,F,Interior Primary Option,943.8,-3.0791164484036506,3.0027930255112216
JENNA O'HEA,SEA,2015,F,Spot-up Shooter,710.5999999999999,-3.079656040197464,-4.138814723694759
LEXIE HULL,IND,2024,G,Spot-up Shooter,669.8,-3.081847893027322,0.9758186004786875
KIAH STOKES,NYL,2020,C,Spot-up Shooter,600.6,-3.0828542377607477,-2.983850151792034
ASHLEY ROBINSON,PHO,2005,C,Roller/Cutter,659.5999999999999,-3.084712705565556,-1.7530486929481746
ERIKA DE SOUZA,ATL,2014,PowerF,Interior Primary Option,986.7,-3.085335222743946,5.962859000343605
NYKESHA SALES,CON,2005,SG,Primary On-Ball Creator,1074.4,-3.0861459169275287,8.266804898552044
MEGAN GUSTAFSON,DAL,2019,C,Roller/Cutter,237.5,-3.08813063122813,9.491975619425338
NOELLE QUINN,WAS,2012,G,Spot-up Shooter,666.0,-3.0890620066272687,-9.222615148078436
LOREE MOORE,NYL,2007,G,Spot-up Shooter,1162.8000000000002,-3.08984598655769,0.9114961482639534
JIA PERKINS,CHA,2004,G,Interior Primary Option,16.8,-3.090021501981271,7.672384023604064
STEPHANIE JONES,CON,2022,F,Secondary Creator/Distributor,26.5,-3.0911320805086753,-1.071966185197657
STEPHANIE TALBOT,SEA,2021,F,Secondary Creator/Distributor,537.0,-3.0924681399726657,7.097584306370228
JIA PERKINS,SAN,2013,G,Primary On-Ball Creator,1037.0,-3.0932488488089525,-2.8776077698372484
TICHA PENICHEIRO,SAC,1998,G,Secondary Creator/Distributor,1044.0,-3.0960504634028347,-3.143487450453011
IVORY LATTA,WAS,2013,G,Primary On-Ball Creator,1071.0,-3.0975705505182574,-1.6513351756054315
JULIE WOJTA,SAN,2013,SG,Roller/Cutter,25.5,-3.0980678022826136,-50.77255636291956
KALANA GREENE,CON,2011,G,Secondary Creator/Distributor,782.1,-3.1002942770751196,-0.3448215186356481
MURRIEL PAGE,WAS,2001,F,Roller/Cutter,992.0,-3.1026944671197594,1.880482262844545
LINDSAY WISDOM-HYLTON,LAS,2010,F,Roller/Cutter,483.2,-3.103625380250916,-3.1392339620791603
DIANA TAURASI,PHO,2004,G,Primary On-Ball Creator,1132.1999999999998,-3.107194924816758,-0.4489821259735227
VICKI HALL,LAS,2002,F,Roller/Cutter,19.200000000000003,-3.1079306898687564,3.8730062437466035
CHELSEA GRAY,LAS,2016,G,Secondary Creator/Distributor,541.1999999999999,-3.1107645370078973,-0.8313705848379652
ANGEL REESE,CHI,2024,F,Interior Primary Option,1105.0,-3.1170085042645206,3.984856365509555
ALLIE QUIGLEY,CHI,2018,G,Primary On-Ball Creator,950.4,-3.1180628442832004,-4.735829826977474
SHALEE LEHNING,ATL,2011,G,Secondary Creator/Distributor,217.8,-3.1187687846310523,-4.289511901485469
TINA THOMPSON,SEA,2013,F,Primary On-Ball Creator,975.8,-3.12083163993377,0.7731218136202473
TYASHA HARRIS,DAL,2021,G,Secondary Creator/Distributor,521.6,-3.1228737828715625,-2.7838620512834344
EPIPHANNY PRINCE,NYL,2016,G,Spot-up Shooter,83.4,-3.125782690406097,-15.463090568137682
COURTNEY WILLIAMS,CON,2022,G,Perimeter-Oriented Big/Wing,952.0,-3.1258171484304476,5.991841765707074
SHATORI WALKER-KIMBROUGH,WAS,2024,G,Secondary Creator/Distributor,884.0,-3.126841266632705,-1.4553736692308266
LISA LESLIE,LAS,2009,C,Perimeter-Oriented Big/Wing,637.1,-3.137180238398278,3.2798952906345225
NYKESHA SALES,CON,2007,SG,Primary On-Ball Creator,738.4,-3.13914587449027,6.6543276007902845
ERLANA LARKINS,NYL,2009,F,Roller/Cutter,136.79999999999998,-3.1405842115700096,-9.735417078784078
NYKESHA SALES,CON,2003,SG,Primary On-Ball Creator,1105.0,-3.1416793832285275,-1.0600857571211042
RUTH RILEY,ATL,2013,C,Secondary Creator/Distributor,121.6,-3.1417377533410944,3.8193587387579395
KEDRA HOLLAND-CORN,SAC,1999,G,Spot-up Shooter,1033.6,-3.1427224621967094,2.5845905036921732
LINDSEY HARDING,ATL,2011,G,Secondary Creator/Distributor,1037.0,-3.1454745632588965,3.0689603317109295
TAMMY SUTTON-BROWN,CHA,2002,C,Interior Primary Option,886.4,-3.1476713566363728,-5.061278906759899
MISTIE BASS,CON,2013,F,Interior Primary Option,594.0,-3.147798083107023,1.8560786306566572
DANIELLE MCCULLEY,IND,2001,PowerF,Roller/Cutter,89.6,-3.15169151092432,-21.618251246673225
ERIN THORN,CHI,2010,G,Spot-up Shooter,683.4000000000001,-3.151960515420046,-6.547177702023259
ASJHA JONES,CON,2009,F,Perimeter-Oriented Big/Wing,726.8000000000001,-3.1551101546609814,4.39131344675599
MONIQUE CURRIE,WAS,2012,F,Perimeter-Oriented Big/Wing,819.4000000000001,-3.1553818923064094,3.5135780077540515
TAYLER HILL,WAS,2016,G,Primary On-Ball Creator,937.6,-3.1597410948686053,-3.189349346308221
SYDNEY WIESE,LAS,2020,G,Spot-up Shooter,362.9,-3.1618230874936124,3.667632288157365
KRISTIN HAYNIE,ATL,2008,G,Secondary Creator/Distributor,485.1,-3.1657608819449226,-7.236107492382295
SHAVONTE ZELLOUS,NYL,2017,G,Secondary Creator/Distributor,989.4,-3.1678059872413997,3.975871061779692
REBEKKAH BRUNSON,MIN,2013,F,Interior Primary Option,963.6,-3.1702362319539725,6.437861358876395
MARKITA ALDRIDGE,WAS,2000,G,Secondary Creator/Distributor,269.70000000000005,-3.176358233482233,-8.557941074286175
SIDNEY SPENCER,LAS,2007,G,Spot-up Shooter,829.5999999999999,-3.1780495435853577,2.6518898067433208
SOPHIE CUNNINGHAM,PHO,2021,G,Spot-up Shooter,525.0,-3.17884655313276,2.6478713760223105
REHEMA STEPHENS,SAC,1998,G,Primary On-Ball Creator,82.4,-3.179143959738221,-7.00016497256763
RAFFAELLA MASCIADRI,LAS,2005,F,Spot-up Shooter,458.7,-3.180733107256958,4.749823196494749
CHANTELLE ANDERSON,SAC,2004,C,Interior Primary Option,228.0,-3.1807780744896434,11.435630764564426
TIFFANY STANSBURY,LAS,2006,PowerF,Roller/Cutter,22.0,-3.181927483360821,33.0717107253618
VICTORIA DUNLAP,SEA,2012,F,Interior Primary Option,28.0,-3.18199275229785,-9.233901581623263
ERIN PHILLIPS,IND,2012,G,Spot-up Shooter,620.5999999999999,-3.182717339685574,10.724826875323796
NATASHA CLOUD,WAS,2015,G,Secondary Creator/Distributor,656.2,-3.1875269847724237,2.347682211940177
MICHELLE GRECO,SEA,2004,G,Secondary Creator/Distributor,72.8,-3.1879209662465695,-6.283529806204303
NNEKA OGWUMIKE,LAS,2021,F,Perimeter-Oriented Big/Wing,570.6,-3.189693613207811,-2.939404700184978
STEFANIE DOLSON,CHI,2017,C,Perimeter-Oriented Big/Wing,966.9,-3.190480119608514,0.9759156260030086
SVETLANA ABROSIMOVA,MIN,2001,F,Perimeter-Oriented Big/Wing,845.0,-3.197943161797451,-1.8297175574025846
JAMIE CAREY,CON,2008,G,Spot-up Shooter,498.3,-3.198776128806914,-1.3508905867951615
ANGEL MCCOUGHTRY,ATL,2014,SG,Perimeter-Oriented Big/Wing,970.3,-3.2001121482695067,4.49631996735451
SANCHO LYTTLE,ATL,2017,F,Roller/Cutter,826.5,-3.2005030373505865,-1.63944720519719
TRICIA BADER BINFORD,CLE,1999,G,Spot-up Shooter,108.8,-3.2015192476435064,-16.447358962386673
CARLA BOYD,DET,1999,F,Secondary Creator/Distributor,691.2,-3.201644419937538,9.714920872794163
LINDSEY HARDING,ATL,2012,G,Primary On-Ball Creator,1040.4,-3.2024943694430696,1.231965666320981
SAMI WHITCOMB,SEA,2023,G,Spot-up Shooter,980.0,-3.2061139144662176,2.6487321389331777
SHALONDA ENIS,CHA,2002,PowerF,Secondary Creator/Distributor,59.6,-3.206800411966572,-2.2725881718098098
LARECHA JONES,CHA,2000,SG,Secondary Creator/Distributor,55.8,-3.210920110190216,-6.0021159434454825
ERICA WHEELER,IND,2023,G,Primary On-Ball Creator,1072.0,-3.21128424607995,-5.978234994705332
EVANTHIA MALTSI,CON,2007,SG,Spot-up Shooter,481.0,-3.2127947570324187,6.520642769165509
OLIVIA NELSON-ODODA,CON,2024,C,Roller/Cutter,436.6,-3.2133512417585592,-1.1643966230621334
CANDICE DUPREE,CHI,2008,F,Perimeter-Oriented Big/Wing,1125.4,-3.215044487089557,3.2087569883637803
LATONYA JOHNSON,SAN,2003,F,Spot-up Shooter,275.90000000000003,-3.2186761492779508,3.5869384893626046
KARA LAWSON,CON,2010,G,Spot-up Shooter,853.4000000000001,-3.2197081826116696,-2.382835938239001
BRITTNEY GRINER,PHO,2023,C,Perimeter-Oriented Big/Wing,855.6,-3.220871497422224,2.85738817990646
TIERRA RUFFIN-PRATT,WAS,2016,G,Secondary Creator/Distributor,780.8,-3.221250669865397,0.6513611047123583
KARLIE SAMUELSON,DAL,2019,G,Spot-up Shooter,84.0,-3.2233312804836562,-2.2461478106533477
LOREE MOORE,NYL,2006,G,Spot-up Shooter,917.4,-3.224042378798077,-6.638998209522811
IVANA DOJKIĆ,SEA,2023,G,Secondary Creator/Distributor,460.0,-3.2243187818511694,-15.39234673113058
DANIELLE ROBINSON,MIN,2019,G,Secondary Creator/Distributor,918.0,-3.2276310836592312,3.400313126178945
ALLISHA GRAY,DAL,2018,G,Secondary Creator/Distributor,907.8,-3.228479673354311,-1.2953741840936135
ERIKA DE SOUZA,CHI,2016,PowerF,Roller/Cutter,514.6,-3.2360132637083736,-6.033253815708688
LAYSHIA CLARENDON,ATL,2016,G,Secondary Creator/Distributor,958.8,-3.2391044957079704,0.973494802435211
KATIE GEARLDS,SEA,2008,SG,Spot-up Shooter,469.2000000000001,-3.2392131260132544,5.533355349599676
BRIANN JANUARY,PHO,2018,G,Spot-up Shooter,894.3000000000001,-3.2431991122307773,0.8665032814633371
NICKY MCCRIMMON,LAS,2003,G,Secondary Creator/Distributor,300.3,-3.244994205680307,-3.803619579021256
BELINDA SNELL,PHO,2006,G,Spot-up Shooter,246.5,-3.2460538269336006,17.752276596619243
NATASHA CLOUD,WAS,2016,G,Secondary Creator/Distributor,753.3000000000001,-3.246216092357439,-0.5469933038304773
SHAQUALA WILLIAMS,LAS,2003,G,Secondary Creator/Distributor,229.99999999999997,-3.2470164275931026,-1.97450715632066
JASMINE THOMAS,CON,2016,G,Primary On-Ball Creator,1091.4,-3.2481391593678985,-2.2661646711298813
HELEN DARLING,SAN,2009,G,Secondary Creator/Distributor,642.5999999999999,-3.2490956135681115,1.2917404089130091
PLENETTE PIERSON,DAL,2016,F,Perimeter-Oriented Big/Wing,718.2,-3.249739187131456,-2.0311142520146914
KATIE LOU SAMUELSON,LAS,2022,F,Spot-up Shooter,944.0,-3.2533940095684244,-3.3429669719296426
KIAH STOKES,LVA,2024,C,Spot-up Shooter,717.5999999999999,-3.255007996502733,5.615128390442774
NATALIE ACHONWA,IND,2016,F,Roller/Cutter,194.4,-3.2575727086826634,-3.5763500991823998
TINA CHARLES,CON,2011,C,Perimeter-Oriented Big/Wing,1135.6,-3.260432960461967,1.5754298674947664
HELEN DARLING,CHA,2005,G,Secondary Creator/Distributor,601.4,-3.261954691084561,-0.09847060398167562
RACHEL JARRY,MIN,2013,F,Secondary Creator/Distributor,183.6,-3.2640217044320483,-13.63387500247785
LISA WILLIS,NYL,2008,G,Spot-up Shooter,459.0,-3.265824138881026,9.234804742211129
EDNA CAMPBELL,SAC,2003,G,Spot-up Shooter,720.8,-3.2661597393548636,-2.9183170143873713
MONICA WRIGHT,MIN,2012,G,Secondary Creator/Distributor,659.5999999999999,-3.269178535535479,2.291713234943887
JIA PERKINS,CHI,2010,G,Primary On-Ball Creator,935.0,-3.2718862750994377,1.384941170708732
TAJ MCWILLIAMS-FRANKLIN,LAS,2007,PowerF,Interior Primary Option,849.7,-3.2720459179826245,-4.984778471902868
ERLANA LARKINS,IND,2016,F,Roller/Cutter,881.1,-3.274080292893719,0.43513999561120076
KELLY SCHUMACHER,IND,2004,C,Interior Primary Option,601.6,-3.2751434582688015,5.114777351258854
SHATORI WALKER-KIMBROUGH,WAS,2022,G,Secondary Creator/Distributor,703.5,-3.2766615825820513,1.5869746809285252
KRYSTAL THOMAS,WAS,2017,C,Roller/Cutter,887.4000000000001,-3.279681293020679,-0.5859677641019776
ELAINE POWELL,DET,2003,G,Secondary Creator/Distributor,940.5,-3.2800037893409293,-2.582440636392324
COCO MILLER,WAS,2003,G,Primary On-Ball Creator,1072.5,-3.282531242303768,0.4440395884980307
DIANA TAURASI,PHO,2021,G,Primary On-Ball Creator,454.4,-3.287179520868426,5.257403565927848
CANDICE DUPREE,PHO,2014,F,Perimeter-Oriented Big/Wing,1067.6,-3.2877974928538807,9.412653769591099
MONIQUE CURRIE,WAS,2014,F,Primary On-Ball Creator,802.4000000000001,-3.287851018287455,2.7625720421755116
DOMINIQUE CANTY,DET,2002,G,Secondary Creator/Distributor,627.1999999999999,-3.2929656348594247,0.35979432225623287
CRYSTAL ROBINSON,WAS,2006,F,Spot-up Shooter,723.6,-3.2932596775538654,1.7929041524299338
DIANA TAURASI,PHO,2005,G,Primary On-Ball Creator,1082.4,-3.294482837484237,2.5729232824476456
TARI PHILLIPS,HOU,2007,PowerF,Roller/Cutter,34.8,-3.295550445167809,-22.918728262061013
SHANNON JOHNSON,ORL,2000,G,Primary On-Ball Creator,1100.8,-3.296562064211399,-5.272051699020918
DAWN STALEY,HOU,2005,G,Secondary Creator/Distributor,907.5,-3.2984166488158024,-8.868661285332696
JISU PARK,LVA,2018,C,Roller/Cutter,416.0,-3.3002308443359896,-1.115137853192003
JESSICA MOORE,LAS,2006,PowerF,Roller/Cutter,659.5999999999999,-3.3022608206174926,-4.803077251867956
EMILY ENGSTLER,IND,2022,F,Roller/Cutter,637.0,-3.304879354942448,-3.6390165441315854
JANNON ROLAND,ORL,2000,F,Secondary Creator/Distributor,174.3,-3.307948295557961,-13.824819736405813
CAPPIE PONDEXTER,NYL,2012,G,Primary On-Ball Creator,1162.8000000000002,-3.3089351156588567,-4.395733463670144
ASJHA JONES,CON,2006,F,Perimeter-Oriented Big/Wing,782.0,-3.312542435386615,3.8818276810079975
DALMA IVANYI,UTA,1999,G,Secondary Creator/Distributor,67.2,-3.312783036762126,-8.938456616101256
KARA BRAXTON,PHO,2010,PowerF,Interior Primary Option,595.0,-3.313387585813455,-8.66608408396995
ALYSHA CLARK,SEA,2017,F,Secondary Creator/Distributor,933.9,-3.3149938453726335,-2.991839375252068
LATASHA BYEARS,HOU,2007,SG,Roller/Cutter,321.0,-3.315822609213397,0.9278254873884338
LISA LESLIE,LAS,2005,C,Perimeter-Oriented Big/Wing,1094.8000000000002,-3.317201441683088,1.133078723196849
KHADIJAH WHITTINGTON,IND,2008,F,Roller/Cutter,187.0,-3.3180061277922026,-5.15981481613561
SPARKLE TAYLOR,CHI,2022,G,Secondary Creator/Distributor,24.6,-3.3184067356582374,-0.20149807297948108
ANNA DEFORGE,MIN,2008,G,Spot-up Shooter,846.5999999999999,-3.3229913455521674,-0.6330693904595828
SHATORI WALKER-KIMBROUGH,WAS,2018,G,Secondary Creator/Distributor,167.20000000000002,-3.3244212202542998,-1.57569601062703
STACY CLINESMITH,DET,2002,G,Spot-up Shooter,104.4,-3.324936634677415,-8.644608656225568
WENDY PALMER,SEA,2006,F,Interior Primary Option,119.5,-3.3253931535592227,7.0873367056762255
DEANNA JACKSON,IND,2005,F,Interior Primary Option,469.2000000000001,-3.3266950251879606,-5.298751028771111
