Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
Laurie Koehn,WAS,G,28,109,28,0,109,6.2,17.1,0.361,5.7,15.7,0.364,0.5,1.4,0.333,0.9,0.9,1,0,3.8,2.4,0,0,1.4,3.8,19,2007
Cathrine Kraayeveld,NYL,F,34,967,34,34,967,7.1,16.3,0.433,2.9,7.1,0.411,4.2,9.3,0.45,3,3.8,0.786,2.1,8.4,2.8,1.8,1.1,4.6,4.6,20.1,2007
Jennifer Lacy,PHO,F,20,94,20,0,94,6.1,14.7,0.414,0.5,1.5,0.333,5.6,13.2,0.423,5.1,9.1,0.556,5.1,9.6,1,1.5,0,5.1,13.2,17.8,2007
Ivory Latta,DET,G,31,221,31,1,221,7.8,20,0.391,5.1,11.2,0.449,2.8,8.7,0.316,0.7,1.6,0.429,0.9,4.4,4.6,1.8,0.5,3.7,5.5,21.3,2007
Kara Lawson,SAC,G,34,774,34,0,774,8.8,23.5,0.376,3.1,9.2,0.338,5.7,14.3,0.401,5.1,6.1,0.841,1.7,5.5,4.6,2,0.6,3.4,3.4,25.9,2007
Betty Lennox,SEA,G,34,937,34,34,937,8.6,20.1,0.428,1.9,5.5,0.343,6.7,14.6,0.46,6.1,6.7,0.909,2.6,8.9,5.1,2,0.3,5,4.2,25.2,2007
Yelena Leuchanka,WAS,C,6,29,6,0,29,1.8,10.7,0.167,0,0,,1.8,10.7,0.167,3.6,3.6,1,3.6,5.3,5.3,3.6,0,5.3,12.5,7.1,2007
Camille Smith,SAS,F,34,711,34,7,711,4.1,9.9,0.412,0.2,0.8,0.273,3.8,9,0.425,1.6,3,0.525,4.3,11.4,1.7,2.3,0.8,3,5.3,9.9,2007
Stacey Lovelace,WAS,C,9,105,9,0,105,4.4,10.3,0.429,1,3.4,0.286,3.4,6.9,0.5,2,3.9,0.5,3,6.4,1,2,0,3.4,6.4,11.8,2007
Sancho Lyttle,HOU,F,31,506,31,25,506,7.9,16,0.494,0,0,,7.9,16,0.494,3,5.2,0.569,6.8,16.8,3.1,3.8,2,4.1,6.4,18.7,2007
Mwadi Mabika,LAS,G,33,762,33,23,762,6.3,17.4,0.364,2.4,7.8,0.31,3.9,9.6,0.408,2.9,3.8,0.754,1.1,8.5,4.9,1.9,0.3,4.9,6.1,18,2007
Megan Mahoney,CON,F,18,121,18,0,121,3,11.9,0.25,0.4,2.6,0.167,2.6,9.4,0.273,6.8,9.4,0.727,3,6,3.4,1.7,0.4,4.7,7.7,13.2,2007
Hamchetou Maiga-Ba,HOU,F,34,1008,34,34,1008,6.3,13.8,0.454,0.1,0.3,0.2,6.2,13.6,0.458,3.3,4,0.833,2,7,4,2.9,0.2,3.6,5.8,15.9,2007
Evanthia Maltsi,CON,G-F,26,482,26,7,482,5.7,15,0.379,3.4,8.2,0.416,2.2,6.7,0.333,1,1.3,0.75,1.7,7.1,4.2,2.1,0.2,2.8,4.2,15.7,2007
Kristen Mann,MIN,F,34,882,34,17,882,5.6,14.9,0.375,2.2,6.2,0.349,3.4,8.7,0.393,1.7,2.2,0.784,2.3,7.1,2.5,1.8,0.4,1.6,4.7,15,2007
Katie Mattera,DET,C,34,447,34,12,447,7.8,14.9,0.527,0,0,,7.8,14.9,0.527,4.4,6,0.736,6.2,18.8,0.8,0.8,2.8,4.5,8.7,20.1,2007
Kelly Mazzante,PHO,G,34,488,34,3,488,6.3,16.1,0.388,3.8,11.2,0.342,2.4,5,0.49,1.5,1.5,1,1.1,5.5,3.7,2.5,0.2,2,2.7,17.8,2007
Janel McCarville,NYL,F-C,32,677,32,21,677,10.6,19.5,0.546,0,0.1,0,10.6,19.4,0.548,4.7,5.6,0.833,3.5,11.9,2.8,3.1,1.6,6.2,5.6,26,2007
Teana Miller,PHO,C,2,5,2,0,5,0,0,,0,0,,0,0,,0,19.1,0,0,9.5,0,0,9.5,0,9.5,0,2007
Taj McWilliams-Franklin,LAS,F-C,29,851,29,27,851,7.6,15.4,0.49,0.2,0.8,0.231,7.4,14.6,0.504,4.1,5.3,0.773,4.2,10.3,3,2.1,1.8,3,4.5,19.4,2007
Coco Miller,WAS,G,30,455,30,2,455,5.3,13.2,0.405,1.1,2.8,0.4,4.2,10.3,0.407,1.8,1.8,1,2.3,5.6,2.8,2.2,0.2,3.3,5.1,13.6,2007
Kelly Miller,PHO,G,34,1040,34,34,1040,5.3,11,0.479,1.2,3.2,0.386,4,7.8,0.518,2.9,3.8,0.78,2.2,7.7,7.2,1.9,0.2,3.9,4.3,14.7,2007
Tausha Mills,DET,C,5,51,5,1,51,6,20.9,0.286,0,0,,6,20.9,0.286,3,4,0.75,9.9,17.9,2,0,0,6,10.9,14.9,2007
DeLisha Milton-Jones,WAS,F,34,1141,34,34,1141,7.5,21.4,0.349,1.3,5.4,0.235,6.2,16,0.387,4.4,5.3,0.845,2,9.8,2.5,2.4,1.7,5.5,4.8,20.7,2007
Liz Moeggenberg,CHI,F,23,206,23,0,206,4.4,10.6,0.415,0.3,1.5,0.167,4.1,9,0.457,0.5,1.3,0.4,6.7,8,1.5,0.8,0.5,2.6,3.9,9.6,2007
Adriana Moises,PHO,G,4,31,4,0,31,3.1,7.7,0.4,1.5,1.5,1,1.5,6.2,0.25,3.1,3.1,1,4.6,10.8,4.6,4.6,0,15.4,3.1,10.8,2007
Jessica Moore,LAS,F-C,28,440,28,17,440,5.6,14,0.4,0,0,,5.6,14,0.4,3.2,4.9,0.643,4.2,10.2,2.1,0.7,0.7,3.9,7.5,14.4,2007
Loree Moore,NYL,G,34,1163,34,33,1163,5.4,13.2,0.412,2.5,6.2,0.407,2.9,7,0.416,1.5,2.6,0.586,1.8,6.3,7.4,3.4,0.2,4.5,4.2,14.9,2007
Navonda Moore,MIN,G,19,87,19,0,87,4.1,15.3,0.269,0.6,4.7,0.125,3.5,10.6,0.333,3.5,4.7,0.75,1.8,8.8,2.4,1.8,0,4.1,12.4,12.4,2007
Tamara Moore,HOU,G,15,289,15,9,289,3.8,10.2,0.368,0.7,2.7,0.267,3,7.5,0.405,2.2,2.2,1,1.4,4.5,7.9,2.9,0.4,5.7,6.8,10.4,2007
Bernice Mosby,WAS,F,28,279,28,0,279,5.6,11.5,0.484,0,0.2,0,5.6,11.3,0.492,4.3,5.2,0.821,4.6,14.5,1.9,1.5,1.1,3.5,4.1,15.4,2007
Shay Murphy,MIN,G,32,436,32,0,436,6.4,17.1,0.372,2.1,7.8,0.273,4.2,9.3,0.456,4.6,5.4,0.848,5.9,12.2,2,2.2,0.9,2.4,5.6,19.4,2007
Astou Ndiaye-Diatta,SEA,F,4,58,4,0,58,4.5,12.5,0.357,0,0.9,0,4.5,11.7,0.385,0,0,,3.6,6.3,0,0.9,0.9,4.5,5.4,9,2007
Chelsea Newton,SAC,G,34,696,34,34,696,5.7,15.1,0.376,0.8,2.5,0.333,4.8,12.6,0.384,4.6,6,0.769,2.2,4.8,3.5,2.4,0.5,3.2,7.4,16.8,2007
Deanna Nolan,DET,G-F,34,1175,34,34,1175,9.5,20.7,0.46,2,5.1,0.393,7.6,15.7,0.482,2.8,3.4,0.823,1.5,6.4,5.7,2.1,0.5,3.5,3,23.9,2007
Nicole Ohlde,MIN,F-C,34,922,34,34,922,7.1,19,0.374,0,0,,7.1,19,0.374,7.6,9,0.845,3.8,11.6,3.1,0.9,1.1,4.6,7.1,21.8,2007
Murriel Page,LAS,F,34,627,34,8,627,5.8,14,0.418,0.2,0.8,0.2,5.7,13.1,0.431,1.6,2,0.792,2.7,9.1,3.7,1.1,0.7,2.1,5.6,13.4,2007
Wendy Palmer,SEA,F,34,474,34,3,474,6,14.5,0.417,0.3,2.3,0.143,5.7,12.2,0.468,4.7,6,0.782,4.8,15.9,1.9,1.6,0.8,3.9,8.2,17.1,2007
Ticha Penicheiro,SAC,G,32,757,32,32,757,4.2,13.3,0.314,0.2,1,0.214,4,12.3,0.322,4.2,5.2,0.822,1.3,5.9,10.2,3.5,0.1,4.2,4.2,12.8,2007
Jia Perkins,CHI,G,33,762,33,5,762,10.7,23,0.464,2.7,6.3,0.433,8,16.7,0.475,2.9,3.7,0.774,2.1,7.7,5.2,3.5,0.5,3.6,4.5,26.9,2007
Erin Perperoglou,SAS,F,18,499,18,11,499,7.1,15.3,0.462,1,3.6,0.265,6.1,11.7,0.523,6.6,8.1,0.816,3.5,11.7,4.3,3.7,1.4,4.7,6.4,21.7,2007
Tari Phillips,HOU,F-C,6,35,6,0,35,4.4,14.8,0.3,0,0,,4.4,14.8,0.3,5.9,5.9,1,3,7.4,1.5,4.4,0,7.4,13.3,14.8,2007
Plenette Pierson,DET,F,34,858,34,0,858,8.8,18.4,0.478,0,0.3,0,8.8,18.2,0.485,5.8,7.7,0.754,4.1,11.6,3.5,1.5,1.7,4.7,6.5,23.4,2007
Cappie Pondexter,PHO,G,31,966,31,31,966,9.5,22.1,0.431,1.8,5.3,0.333,7.8,16.8,0.462,5.4,6.7,0.815,0.7,5.5,6.1,1.4,0.4,3.4,2.9,26.3,2007
Elaine Powell,DET,G,32,323,32,12,323,3.5,8.5,0.407,0,0,,3.5,8.5,0.407,2.5,3.6,0.696,1.7,5.3,6.9,1.9,0.3,4.6,5.2,9.4,2007
Nicole Powell,SAC,F,34,986,34,34,986,8,21.2,0.376,3.4,8.8,0.38,4.6,12.4,0.373,4.3,4.5,0.964,3.5,10.4,3.1,2.6,0.7,3.5,3.4,23.7,2007
Armintie Herrington,CHI,G,34,893,34,34,893,5.7,13.8,0.409,0.1,0.2,0.333,5.6,13.6,0.41,4.6,9,0.517,4.9,12.1,5.9,2.4,0.4,3.5,4,16,2007
Noelle Quinn,MIN,G,34,670,34,19,670,2.8,9.5,0.298,0.5,2.9,0.184,2.3,6.6,0.349,1.1,1.8,0.625,1.4,6.8,11.3,2.2,1,5.1,3.1,7.4,2007
Kristen Rasmussen,CON,F,33,522,33,3,522,4,9.8,0.414,1.5,2.7,0.556,2.6,7.1,0.361,1.7,2.1,0.81,3.5,9,2.9,1.1,0.5,3.5,5.3,11.2,2007
Stephanie Raymond,CHI,G,20,180,20,0,180,5.9,18,0.328,4.1,13,0.318,1.8,5,0.353,2.1,3.8,0.538,0.6,4.1,8,1.2,0,5.3,3.2,18,2007
Kathrin Ress,MIN,F,28,348,28,1,348,4.6,11.5,0.397,0.3,0.6,0.5,4.3,10.9,0.392,3.1,4.3,0.724,5.7,10.5,2.4,1.2,0.6,5.5,10.2,12.5,2007
Ruth Riley,SAS,C,30,773,30,29,773,5,13.4,0.371,0.3,1.9,0.185,4.6,11.5,0.401,1.9,2,0.931,2.2,10.2,2.6,1.9,4.1,4.8,7.9,12.2,2007
Ashley Robinson,SEA,C,33,409,33,5,409,2.8,8,0.349,0,0.1,0,2.8,7.9,0.355,0.5,1.9,0.267,3.8,12.7,1.8,2,3.2,3.3,7.2,6.1,2007
Crystal Robinson,WAS,F,2,44,2,2,44,1.2,7.1,0.167,0,2.4,0,1.2,4.7,0.25,0,0,,0,2.4,2.4,2.4,1.2,1.2,4.7,2.4,2007
Nykesha Sales,CON,F-G,26,762,26,25,762,8.3,21.2,0.392,1.6,4.8,0.324,6.8,16.4,0.412,4.9,5.5,0.878,2.2,7.1,5.5,2.4,0.7,3.9,4,23,2007
Sheri Sam,IND,G-F,33,591,33,4,591,5.6,16.6,0.339,0.8,3,0.273,4.8,13.7,0.353,2.6,3.8,0.69,3.1,8.7,3.8,2.6,0.5,3.5,5.2,14.7,2007
Amy Sanders,DET,G,6,9,6,0,9,0,11.3,0,0,0,,0,11.3,0,11.3,22.5,0.5,0,11.3,0,0,0,11.3,16.9,11.3,2007
Nakia Sanford,WAS,C-F,34,994,34,31,994,6.4,12.1,0.53,0,0,,6.4,12.1,0.53,6.7,10.1,0.665,5.2,12.6,1.2,1.4,1.5,4.6,7.3,19.5,2007
Kelly Schumacher,PHO,C,34,543,34,0,543,5,11,0.456,0.3,0.6,0.429,4.7,10.4,0.458,3,4,0.739,2.5,12.9,1.1,1.5,2.2,3,5.8,13.3,2007
Olympia Scott,PHO,C,8,32,8,0,32,1.5,10.4,0.143,0,0,,1.5,10.4,0.143,9,11.9,0.75,3,6,3,4.5,1.5,4.5,9,11.9,2007
K.B. Sharp,IND,G,34,454,34,0,454,4.7,11.3,0.412,0.9,3.3,0.286,3.7,8,0.464,2.4,3.4,0.724,1.2,3.7,5.7,1.5,0,3,2,12.7,2007
Ashley Shields,HOU,G,26,304,26,0,304,6.5,23.5,0.275,1.2,3.1,0.389,5.3,20.5,0.258,9.2,12.4,0.74,2.4,5.6,3.4,1.7,0.2,7.5,4.3,23.4,2007
Crystal Smith,HOU,G,27,683,27,23,683,4.7,11.8,0.397,2,5.3,0.386,2.7,6.5,0.407,1.4,1.6,0.905,0.9,4,5.5,2.6,0.2,4.2,3.8,12.9,2007
Katie Smith*,DET,G,34,1166,34,34,1166,5.6,15.4,0.361,2.7,8.5,0.311,2.9,6.9,0.421,5.8,6.8,0.847,0.8,5.6,5.4,1.8,0.1,2.6,3.5,19.6,2007
Kim Smith,SAC,F,3,6,3,0,6,0,0,,0,0,,0,0,,0,0,,0,17.8,0,0,0,8.9,8.9,0,2007
Tangela Smith,PHO,C,34,1072,34,34,1072,7.3,17.8,0.414,0.9,2.7,0.328,6.5,15.1,0.429,3.5,4.4,0.788,2.4,9.8,2,1.8,2.5,2.5,4.5,19.1,2007
Tyresa Smith,DET,F,1,7,1,0,7,0,14.5,0,0,0,,0,14.5,0,7.2,14.5,0.5,7.2,14.5,0,7.2,0,0,0,7.2,2007
Belinda Snell,PHO,G,30,343,30,2,343,5.1,14.8,0.349,3.6,11,0.329,1.5,3.8,0.407,1,1.5,0.636,1.7,6.4,6.1,2.8,0.6,2.5,4.3,14.9,2007
Michelle Snow,HOU,C,34,892,34,34,892,8.1,16.5,0.493,0,0,,8.1,16.5,0.493,5,6.5,0.768,4.5,13.4,2.7,1,2,5.3,6.2,21.3,2007
Sidney Spencer,LAS,G,34,828,34,22,828,7.3,18.6,0.393,3.4,7.6,0.439,4,11,0.362,2.3,2.6,0.881,3,8.6,2.6,1.7,0.7,2.2,5.3,20.3,2007
Tiffany Stansbury,MIN,F-C,30,437,30,14,437,6.5,14.1,0.458,0,0,,6.5,14.1,0.458,2.3,4.6,0.513,5.9,15.3,1.8,1.5,1.3,3.4,9.2,15.3,2007
Ann Strother,IND,G-F,12,69,12,0,69,7.7,23.7,0.323,4.6,11.5,0.4,3.1,12.3,0.25,1.5,1.5,1,4.6,6.9,2.3,0,0,1.5,3.8,21.4,2007
Tammy Sutton-Brown,IND,C,34,860,34,33,860,9.2,18.9,0.485,0,0,,9.2,18.9,0.485,6.8,9.5,0.716,4.1,11.3,1.8,2.2,2.9,5.2,7.1,25.1,2007
Sheryl Swoopes*,HOU,F-G,3,106,3,3,106,4.4,12.2,0.36,0.5,3.4,0.143,3.9,8.8,0.444,2,2,1,1.5,8.3,5.4,2.4,0.5,4.4,1.5,11.2,2007
Diana Taurasi,PHO,G,32,1025,32,32,1025,9.6,21.8,0.44,4.4,12.1,0.367,5.2,9.7,0.531,4.9,5.9,0.835,0.8,6.3,6.4,2.1,1.6,3.9,4.9,28.5,2007
Penny Taylor,PHO,F,34,1010,34,34,1010,9.4,18.8,0.499,1.6,4.3,0.378,7.8,14.5,0.534,8.3,9.4,0.884,3.5,10.1,4.6,2.4,1,3.6,5.7,28.6,2007
Nikki Teasley,WAS,G,33,746,33,33,746,3.5,10.5,0.336,1.9,5.9,0.329,1.6,4.6,0.343,2.9,3.1,0.933,1.3,5.1,7.6,1.6,0.4,4.3,5.5,11.9,2007
Kasha Terry,IND,C-F,9,54,9,0,54,2.9,11.7,0.25,0,0,,2.9,11.7,0.25,2.9,3.9,0.75,4.9,13.7,1,2,2.9,10.8,17.6,8.8,2007
Carla Thomas,CHI,F,17,122,17,0,122,6.5,16.6,0.395,0,0.4,0,6.5,16.1,0.405,5.7,6.1,0.929,4.8,12.2,1.3,0.4,1.7,3.1,9.6,18.7,2007
Christi Thomas,LAS,F-C,34,640,34,19,640,9.2,19.1,0.481,0.5,1.4,0.353,8.7,17.7,0.491,4.3,5.6,0.757,5.3,14.4,1.4,1.8,0.7,3.7,9.6,23.1,2007
LaToya Thomas,LAS,F,27,487,27,7,487,8.1,18.4,0.443,1.7,4,0.421,6.4,14.4,0.449,4,4.9,0.826,2.9,6.4,3.4,1,0.7,3.1,6.7,22,2007
Tina Thompson*,HOU,F,34,1234,34,34,1234,8.7,20.8,0.42,2.2,5.5,0.4,6.6,15.3,0.427,7.2,8.6,0.834,2.7,9.6,3.9,1.2,1,4.7,2.6,26.8,2007
Shona Thorburn,SEA,G,2,8,2,0,8,6.5,13,0.5,0,0,,6.5,13,0.5,0,0,,0,6.5,0,0,0,13,0,13,2007
Erin Thorn,NYL,G,29,883,29,29,883,6.2,14.7,0.424,2.9,7.4,0.39,3.4,7.3,0.459,1.5,2,0.735,1,5.2,4.4,1.5,0.1,2.9,2.4,16.9,2007
Barbara Turner,HOU,G-F,22,263,22,2,263,5.7,14.2,0.403,1.4,5.9,0.233,4.3,8.3,0.524,5.3,8.1,0.659,1.8,8.3,3.9,1.6,0.8,4.1,4.9,18.1,2007
Ayana Walker,DET,F,2,43,2,1,43,3.5,8.3,0.429,0,0,,3.5,8.3,0.429,1.2,3.5,0.333,0,7.1,1.2,1.2,2.4,7.1,9.4,8.3,2007
DeMya Walker,SAC,F,5,105,5,5,105,8.7,21.4,0.405,0,0,,8.7,21.4,0.405,5.1,7.1,0.714,8.7,12.7,3.1,1.5,1.5,7.6,5.6,22.4,2007
Martina Weber,NYL,C,2,4,2,0,4,0,13.2,0,0,0,,0,13.2,0,0,0,,0,13.2,0,0,0,13.2,0,0,2007
Kendra Wecker,SAS,F,14,73,14,1,73,4.4,14.6,0.3,0,2.9,0,4.4,11.7,0.375,2.9,4.4,0.667,2.9,5.9,2.9,2.2,0.7,2.2,5.1,11.7,2007
Lindsay Whalen*,CON,G,34,1040,34,34,1040,7.7,16.5,0.468,0.9,4.3,0.209,6.8,12.2,0.559,6.1,7.8,0.785,1.6,8,8.4,3.6,0.1,3.7,4.2,22.5,2007
Tan White,IND,G,34,841,34,9,841,8.5,22.1,0.386,2.7,8,0.339,5.8,14.1,0.413,3.3,4,0.841,1.6,5.7,4.1,2.3,0.6,6.3,4.8,23.1,2007
Tamika Whitmore,IND,F,34,880,34,25,880,8.3,20.1,0.415,1.3,4.2,0.3,7.1,15.9,0.445,4.3,5.6,0.763,2.7,10.2,3.1,1.2,0.7,5,5.2,22.2,2007
Adrian Williams-Strong,SAC,C-F,34,609,34,2,609,7.5,15.7,0.475,0,0,,7.5,15.7,0.475,3.6,4.6,0.788,5.4,13.4,2.5,1.9,0.5,5,5.7,18.5,2007
Le'coe Willingham,CON,F,28,320,28,5,320,3.2,8.4,0.385,0,0.6,0,3.2,7.7,0.417,2.9,4,0.72,4.3,12.4,1.8,1.3,1,3.1,7.1,9.3,2007
Tamika Williams,MIN,F,21,149,21,2,149,4.1,6.9,0.6,0,0,,4.1,6.9,0.6,2.4,3.8,0.636,5.5,13.8,2.1,0.7,0,3.1,6.2,10.7,2007
Tanisha Wright,SEA,G,34,547,34,5,547,4.8,11.9,0.4,0.6,2.1,0.273,4.2,9.8,0.427,3.1,3.7,0.846,1.6,4.1,6.6,2.9,0.2,5.2,5.3,13.2,2007
Brooke Wyckoff,CHI,F,34,520,34,7,520,3.3,8.7,0.376,2.5,6.9,0.358,0.8,1.8,0.444,1,1.3,0.769,2.5,11,4.8,2,1.8,2.8,8.3,10,2007
Sophia Young-Malcolm,SAS,F,33,1106,33,33,1106,10.3,21.7,0.478,0,0.2,0,10.3,21.4,0.483,6,8.1,0.749,3.5,9.3,2.5,2.4,0.6,2.9,4.8,26.7,2007
Shanna Zolman,SAS,G,34,548,34,1,548,10.4,26.5,0.393,7.2,17.7,0.409,3.2,8.9,0.363,2.5,2.8,0.897,0.4,4.5,2.6,1.4,0.2,3.9,3.4,30.6,2007
Sherill Baker,TOT,G,27,505,27,11,505,6.6,19.8,0.335,0.8,3.5,0.235,5.8,16.3,0.356,7.1,8.6,0.833,1.7,7.1,7.9,3.7,0.2,6.6,6,21.2,2007
Kiesha Brown,TOT,G,30,356,30,0,356,5.9,15.6,0.38,2.7,6.2,0.442,3.2,9.4,0.338,5.9,6.9,0.854,1.4,6.4,7.2,1.9,0.6,3.9,3.8,20.5,2007
Monique Currie,TOT,F,33,832,33,24,832,6.6,15,0.44,0.9,2.6,0.341,5.7,12.5,0.46,8,10.1,0.785,2.8,8.3,3.6,1.5,0.4,3.2,5.9,22,2007
Tye'sha Fluker,TOT,C,21,145,21,0,145,6,19.2,0.315,0.4,1.1,0.333,5.7,18.1,0.314,1.8,3.2,0.556,3.9,9.2,1.1,1.1,2.8,4.3,6,14.2,2007
Chasity Melvin,TOT,C-F,32,935,32,28,935,6.7,14.7,0.456,0.1,0.4,0.143,6.6,14.3,0.464,4.8,7.3,0.659,4.1,12.1,2.1,2.2,1.2,4,5.7,18.3,2007
Iciss Tillis,TOT,F-C,11,34,11,1,34,3,12,0.25,0,3,0,3,9,0.333,0,0,,3,12,1.5,0,0,16.5,9,6,2007
Lisa Willis,TOT,G,24,234,24,0,234,6.3,18.2,0.346,3.6,11.9,0.302,2.7,6.3,0.429,1.6,2.7,0.583,3.1,8.1,2.9,3.1,0.2,7.6,5.4,17.7,2007
Sherill Baker,NYL,G,3,13,3,0,13,8.2,8.2,1,4.1,4.1,1,4.1,4.1,1,0,0,,0,4.1,0,0,0,0,4.1,20.4,2007
Kiesha Brown,MIN,G,3,29,3,0,29,3.5,15.9,0.222,1.8,5.3,0.333,1.8,10.6,0.167,10.6,14.2,0.75,3.5,8.8,3.5,1.8,1.8,3.5,8.8,19.5,2007
Monique Currie,CHI,F,2,61,2,2,61,7,23.5,0.296,1.7,9.6,0.182,5.2,13.9,0.375,9.6,13.1,0.733,2.6,10.5,3.5,0.9,0,3.5,2.6,25.3,2007
Tye'sha Fluker,SEA,C,9,31,9,0,31,0,16.8,0,0,1.7,0,0,15.1,0,1.7,3.4,0.5,3.4,11.7,0,0,1.7,5,6.7,1.7,2007
Chasity Melvin,WAS,C-F,3,82,3,3,82,5.7,16.4,0.346,0,1.3,0,5.7,15.1,0.375,10.1,12,0.842,4.4,12.6,0,3.8,0,1.3,8.2,21.4,2007
Iciss Tillis,LAS,F-C,3,8,3,0,8,0,12.9,0,0,0,,0,12.9,0,0,0,,0,6.4,0,0,0,25.7,19.3,0,2007
Lisa Willis,LAS,G,8,77,8,0,77,4.7,13.4,0.35,1.3,6,0.222,3.3,7.4,0.455,1.3,2.7,0.5,1.3,6,2.7,2.7,0.7,6.7,6.7,12,2007
Sherill Baker,LAS,G,24,492,24,11,492,6.6,20.1,0.328,0.7,3.5,0.212,5.9,16.6,0.352,7.3,8.8,0.833,1.8,7.2,8.1,3.8,0.2,6.8,6.1,21.2,2007
Kiesha Brown,LAS,G,27,327,27,0,327,6.1,15.6,0.394,2.8,6.3,0.45,3.3,9.3,0.356,5.5,6.3,0.875,1.3,6.1,7.6,1.9,0.5,3.9,3.3,20.6,2007
Monique Currie,WAS,F,31,771,31,22,771,6.6,14.4,0.458,0.8,2,0.4,5.8,12.3,0.467,7.8,9.9,0.791,2.8,8.1,3.6,1.5,0.5,3.2,6.2,21.8,2007
Tye'sha Fluker,LAS,C,12,114,12,0,114,7.7,19.9,0.386,0.5,0.9,0.5,7.2,19,0.381,1.8,3.2,0.571,4.1,8.6,1.4,1.4,3.2,4.1,5.9,17.6,2007
Chasity Melvin,CHI,C-F,29,853,29,25,853,6.8,14.5,0.468,0.1,0.3,0.2,6.7,14.2,0.474,4.3,6.9,0.627,4.1,12,2.3,2,1.4,4.3,5.5,18,2007
Iciss Tillis,DET,F-C,8,26,8,1,26,3.9,11.7,0.333,0,3.9,0,3.9,7.8,0.5,0,0,,3.9,13.7,2,0,0,13.7,5.9,7.8,2007
Lisa Willis,NYL,G,16,157,16,0,157,7.1,20.6,0.344,4.7,14.8,0.318,2.4,5.7,0.412,1.7,2.7,0.625,4,9.1,3,3.4,0,8.1,4.7,20.6,2007
Svetlana Abrosimova,MIN,F,34,720,34,2,720,7.2,17.5,0.411,1.7,4.7,0.369,5.5,12.8,0.426,3,4.5,0.661,3.2,7.7,3.9,2.5,0.1,4.4,4.8,19.1,2006
Chantelle Anderson,SAS,C,23,413,23,20,413,7.5,14.3,0.527,0,0,,7.5,14.3,0.527,4.5,5.7,0.778,3.6,10.8,1.9,0.9,1.3,3.7,9.3,19.5,2006
La'Tangela Atkinson,IND,G-F,33,419,33,1,419,4.9,11.2,0.437,0.6,2.2,0.294,4.3,9,0.471,2.3,5,0.462,3.2,9.8,2.8,2.3,0.6,4.4,4,12.8,2006
Seimone Augustus*,MIN,G-F,34,1127,34,34,1127,13.1,28.8,0.456,1.4,3.9,0.353,11.7,24.8,0.473,6.9,7.7,0.897,0.7,5.9,2.3,1,0.8,3.3,2.7,34.5,2006
Sherill Baker,NYL,G,34,614,34,16,614,8.6,22.1,0.386,0.8,2.9,0.273,7.8,19.2,0.404,4.2,4.9,0.857,2,4.9,3.1,4.1,0.1,4.4,6.1,22.1,2006
Mistie Bass,HOU,F,27,273,27,6,273,6.7,12.5,0.531,0,0,,6.7,12.5,0.531,2.2,6.7,0.324,5.7,12.5,3.1,2.2,0.6,2,6.3,15.5,2006
Jacqueline Batteast,DET,F,26,174,26,1,174,4.6,16.5,0.278,0.6,4.3,0.143,4,12.2,0.325,1.2,2.1,0.571,4,7.6,2.1,0.6,0.9,1.2,6.4,11,2006
Ashley Battle,NYL,F,33,455,33,2,455,6.4,16.8,0.383,1.8,5.5,0.326,4.6,11.3,0.411,2.4,3,0.8,1.5,7.4,3.5,3.7,0.4,4.5,3.8,17,2006
Alana Beard,WAS,G-F,32,1000,32,32,1000,12.1,24.4,0.495,1.9,5.3,0.363,10.1,19.1,0.531,5.9,7.7,0.758,1.2,7.7,5.1,3.1,1.3,4.7,4.8,31.9,2006
Tully Bevilaqua,IND,G,34,1011,34,34,1011,4.1,9.9,0.411,1.8,5.7,0.311,2.3,4.2,0.544,2,2.8,0.717,0.5,4.1,4.2,3.8,0.1,2.9,3.8,11.9,2006
Agnieszka Bibrzycka,SAS,G-F,32,752,32,22,752,9.1,21.8,0.418,3.9,11,0.35,5.3,10.8,0.487,3.2,3.7,0.868,0.7,4.6,3.4,1.8,0.8,3.3,3.4,25.3,2006
Sue Bird*,SEA,G,34,1066,34,34,1066,6.7,16.4,0.411,2.8,7.5,0.366,4,8.9,0.45,2.9,3.3,0.868,1.2,5,8,3,0.2,4.3,3,19.1,2006
Nikki Blue,WAS,G,24,181,24,0,181,4,15.5,0.259,0.3,3.4,0.083,3.7,12.1,0.31,7.2,8.9,0.806,2,5.7,10.3,5.2,0,5.2,10.3,15.5,2006
LaToya Bond,CHA,G,34,608,34,5,608,5.3,13.4,0.399,0.8,3.9,0.217,4.5,9.5,0.473,4.8,6.5,0.74,0.6,4.1,6.2,3,0.7,6.8,7,16.3,2006
Kara Braxton,DET,C-F,34,360,34,1,360,8.6,21.1,0.406,0,0.3,0,8.6,20.8,0.411,4.4,7.1,0.625,6.2,17.3,3.8,1.6,1.6,7.8,12.2,21.5,2006
Coretta Brown,CHI,G,15,252,15,2,252,3.4,12.6,0.271,2.6,9.4,0.273,0.9,3.2,0.267,0.9,1.7,0.5,0.9,4.7,5.5,2.1,0,3.8,2.6,10.2,2006
